year,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,none,other
2005,0,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,0
2007,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1
2011,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2012,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,2,0,0,0
2013,0,10,26,6,0,0,0,0,38,2,8,13,0,1,0,34,35,11,0,29,2,0,0
2014,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1
2015,0,2,0,1,2,1,0,0,3,1,1,1,0,1,1,2,3,2,1,2,0,0,0
2016,0,2,1,0,0,2,0,0,0,1,1,0,0,1,0,3,1,2,1,0,0,0,1
2017,0,4,0,0,0,5,0,0,6,1,2,2,0,0,1,3,7,3,1,5,1,3,2
2018,0,7,3,0,1,4,0,0,5,1,5,1,0,2,0,8,4,5,2,8,2,1,3
2019,0,4,3,1,0,3,1,0,7,1,2,4,0,3,1,7,4,1,1,7,1,0,1
2020,0,8,2,4,0,6,1,0,14,2,4,5,2,5,2,9,12,8,3,8,2,4,3
2021,1,15,3,6,1,8,0,1,15,1,12,7,1,11,1,15,11,5,4,14,4,3,3
2022,0,14,5,7,3,7,1,2,13,2,6,6,3,6,1,15,11,9,2,12,7,1,1
2023,1,10,6,2,1,4,0,0,15,4,8,7,2,6,1,13,12,7,2,12,1,3,1
2024,0,4,2,1,0,4,1,0,4,2,2,3,0,3,0,3,4,1,2,4,1,0,0
