Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.3447204968944099,2,0.2439516129032258
20.0,4,0.5781877968578736,4,0.4596774193548387
30.0,6,0.6934599926927293,6,0.6008064516129032
40.0,9,0.8260869565217391,9,0.7580645161290323
50.0,11,0.8880160759956156,11,0.842741935483871
60.0,13,0.928754110339788,13,0.8941532258064516
70.0,16,0.9731457800511509,16,0.9495967741935484
80.0,18,0.9870295944464742,18,0.9747983870967742
90.0,20,0.9948849104859335,20,0.9909274193548387
100.0,23,1.0,23,1.0
