Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.5949412183826149,2,0.32786885245901637
20.0,4,0.8197363733523334,4,0.5819672131147541
30.0,6,0.9301745635910225,6,0.7786885245901639
40.0,8,0.9793373708585679,8,0.8934426229508197
50.0,10,0.9900249376558603,10,0.9344262295081968
60.0,12,0.9953687210545066,12,0.9590163934426229
70.0,14,0.9975062344139651,14,0.9754098360655737
80.0,16,0.9992874955468471,16,0.9918032786885246
90.0,18,1.0,18,1.0
100.0,20,1.0,20,1.0
