Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,0.0,0.0,0.0
characterization,2.4678229415093234,0.8674242424242424,0.34833419421487605
comparative,0.0,0.9743589743589743,1.0
componentOf,0.0,0.0,0.0
creation,0.0,0.0,0.0
derivation,2.014990008538499,0.9161818573583279,0.36374549819927976
externalDependence,0.0,0.0,0.0
formal,2.6352309821259583,0.877742946708464,0.21384420357504347
historicalDependence,0.0,0.0,0.0
instantiation,0.0,0.9743589743589743,1.0
manifestation,0.0,0.9743589743589743,1.0
material,2.289867576145217,0.8849441157133465,0.33450443786982254
mediation,1.4350119069624323,0.9268982383736483,0.619595949724703
memberOf,0.0,0.0,0.0
participation,0.8366407390557772,0.9606837606837607,0.6088888888888888
participational,0.0,0.0,0.0
subCollectionOf,0.0,0.0,0.0
subQuantityOf,0.0,0.0,0.0
termination,0.0,0.0,0.0
triggers,0.0,0.9743589743589743,1.0
