Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,1,0.4071885770556376,1,0.1774891774891775
20.0,3,0.6492696537009683,3,0.4314574314574315
30.0,5,0.8051862793369441,5,0.6176046176046176
40.0,7,0.8905301165271623,7,0.7431457431457431
50.0,9,0.9282783522074511,9,0.8196248196248196
60.0,11,0.9558509765304448,11,0.8831168831168831
70.0,13,0.9720991301493517,13,0.9336219336219336
80.0,15,0.9849007057278845,15,0.9668109668109668
90.0,17,0.994748071557525,17,0.987012987012987
100.0,19,1.0,19,1.0
