year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,-0.34965034993365407,-0.29970030029198824,1209.4905118766164,-1220273.0793286941
2016,none (occurrence),2015-2018,1.0489510495681316,-0.29970030029198824,1209.4905118766164,-1220273.0793286941
2017,none (occurrence),2015-2018,1.848151848418638,-0.29970030029198824,1209.4905118766164,-1220273.0793286941
2018,none (occurrence),2015-2018,2.047952046850696,-0.29970030029198824,1209.4905118766164,-1220273.0793286941
2015,none (model-wise),2015-2018,-0.2061855688225478,-0.2577319591853211,1039.7422697458533,-1048631.135740243
2016,none (model-wise),2015-2018,0.6185567008797079,-0.2577319591853211,1039.7422697458533,-1048631.135740243
2017,none (model-wise),2015-2018,0.9278350526001304,-0.2577319591853211,1039.7422697458533,-1048631.135740243
2018,none (model-wise),2015-2018,0.7216494854073972,-0.2577319591853211,1039.7422697458533,-1048631.135740243
2015,other (occurrence),2015-2018,-0.19480519788339734,-0.5244755251305833,2115.7392633826307,-2133726.1714978763
2016,other (occurrence),2015-2018,1.383616383653134,-0.5244755251305833,2115.7392633826307,-2133726.1714978763
2017,other (occurrence),2015-2018,1.913086914923042,-0.5244755251305833,2115.7392633826307,-2133726.1714978763
2018,other (occurrence),2015-2018,1.3936063954606652,-0.5244755251305833,2115.7392633826307,-2133726.1714978763
2015,other (model-wise),2015-2018,-9.094947017729282e-13,-1.163513729807164e-13,0.5154639179953922,-1038.6597942883034
2016,other (model-wise),2015-2018,0.5154639175254943,-1.163513729807164e-13,0.5154639179953922,-1038.6597942883034
2017,other (model-wise),2015-2018,1.0309278350514433,-1.163513729807164e-13,0.5154639179953922,-1038.6597942883034
2018,other (model-wise),2015-2018,1.5463917525773923,-1.163513729807164e-13,0.5154639179953922,-1038.6597942883034
