year,category,period,predicted,a (quad),b (linear),intercept
2015,none (occurrence),2015-2018,-1.1800305470824242,-0.9173348625449762,3702.496953106113,-3735946.598262688
2016,none (occurrence),2015-2018,3.540091640781611,-0.9173348625449762,3702.496953106113,-3735946.598262688
2017,none (occurrence),2015-2018,6.425544102676213,-0.9173348625449762,3702.496953106113,-3735946.598262688
2018,none (occurrence),2015-2018,7.4763268399983644,-0.9173348625449762,3702.496953106113,-3735946.598262688
2015,none (model-wise),2015-2018,-0.8976157130673528,-1.2272089780926763,4950.469853529638,-4992453.079401597
2016,none (model-wise),2015-2018,2.6928471252322197,-1.2272089780926763,4950.469853529638,-4992453.079401597
2017,none (model-wise),2015-2018,3.828892007470131,-1.2272089780926763,4950.469853529638,-4992453.079401597
2018,none (model-wise),2015-2018,2.5105189327150583,-1.2272089780926763,4950.469853529638,-4992453.079401597
2015,other (occurrence),2015-2018,1.038825586438179,-4.545427144934365,18332.496606609573,-18484522.69395157
2016,other (occurrence),2015-2018,10.918610967695713,-4.545427144934365,18332.496606609573,-18484522.69395157
2017,other (occurrence),2015-2018,11.707542058080435,-4.545427144934365,18332.496606609573,-18484522.69395157
2018,other (occurrence),2015-2018,3.4056188575923443,-4.545427144934365,18332.496606609573,-18484522.69395157
2015,other (model-wise),2015-2018,0.5272615738213062,-1.4397791032170062,5807.890518784321,-5857071.758729565
2016,other (model-wise),2015-2018,4.66821528878063,-1.4397791032170062,5807.890518784321,-5857071.758729565
2017,other (model-wise),2015-2018,5.929610799066722,-1.4397791032170062,5807.890518784321,-5857071.758729565
2018,other (model-wise),2015-2018,4.311448102816939,-1.4397791032170062,5807.890518784321,-5857071.758729565
