Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
category,312,8.0,3.0,0,17.679902357434585,312.57894736842104,3.9199618144421158,17.946826486228378,0.0,4.0,4.0,0,98,98,1.0,97.0
collective,70,1.794871794871795,0.0,0,7.681760650635846,59.00944669365725,6.029295322026228,37.09313118707887,0.0,1.0,1.0,0,48,48,1.0,47.0
datatype,10,0.2564102564102564,0.0,0,0.677376856858741,0.4588394062078273,2.8496488313358492,7.90339942018143,0.0,0.0,0.0,0,3,3,1.0,2.0
enumeration,25,0.6410256410256411,0.0,0,2.5493774212868803,6.499325236167343,5.105577692284151,28.05713588139055,0.0,0.0,0.0,0,15,15,2.0,13.0
event,154,3.948717948717949,0.0,0,6.731499863949608,45.31309041835359,1.7208053388593902,1.7970998388439954,0.0,4.5,4.5,0,23,23,1.0,22.0
historicalRole,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
historicalRoleMixin,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
kind,708,18.153846153846153,5.0,0,68.74266983373897,4725.5546558704455,5.931608933715092,36.09223400918496,0.5,9.0,8.5,0,429,429,1.0,428.0
mixin,68,1.7435897435897436,0.0,0,6.29836214598663,39.6693657219973,5.034281846946344,27.35882469839131,0.0,0.0,0.0,0,37,37,1.0,36.0
mode,296,7.589743589743589,0.0,0,27.48178147592361,755.2483130904182,5.824818479019205,35.283779250639874,0.0,3.5,3.5,0,171,171,1.0,170.0
phase,137,3.5128205128205128,0.0,0,17.42483375269451,303.6248313090419,6.147809742457826,38.14568470900829,0.0,0.0,0.0,0,109,109,1.0,108.0
phaseMixin,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
quality,13,0.3333333333333333,0.0,0,1.2425214883947915,1.5438596491228078,4.611125568399162,23.051611011838258,0.0,0.0,0.0,0,7,7,1.0,6.0
quantity,33,0.8461538461538461,0.0,0,3.352441855836001,11.23886639676113,5.27358440115605,29.775609069920062,0.0,0.0,0.0,0,20,20,1.0,19.0
relator,935,23.974358974358974,3.0,0,120.8775995049466,14611.394062078267,6.205779300122553,38.65702327453165,0.0,5.5,5.5,0,758,758,1.0,757.0
role,1445,37.05128205128205,3.0,0,170.93642227108708,29219.260458839395,5.841668062652454,35.111633782591426,0.0,6.5,6.5,0,1052,1052,1.0,1051.0
roleMixin,342,8.76923076923077,0.0,0,35.00936832399785,1225.6558704453437,5.998872733817647,36.82822972112782,0.0,4.5,4.5,0,219,219,1.0,218.0
situation,17,0.4358974358974359,0.0,0,1.1423630125147057,1.3049932523616736,2.622074046628029,5.748537565133623,0.0,0.0,0.0,0,4,4,1.0,3.0
subkind,1059,27.153846153846153,2.0,0,124.85012877794898,15587.554655870445,6.124231454812882,37.93259101915468,0.0,7.5,7.5,0,782,782,1.0,781.0
type,139,3.5641025641025643,0.0,0,11.021020278958014,121.4628879892038,4.081237987270955,18.67638625185795,0.0,0.0,0.0,0,60,60,1.0,59.0
none,245,6.282051282051282,0.0,0,18.641985321691006,347.523616734143,3.6386041487714773,13.539865626756626,0.0,0.0,0.0,0,91,91,2.0,89.0
other,70,1.794871794871795,0.0,0,3.7358821066395898,13.956815114709858,2.2442932951944448,4.444177367475595,0.0,1.0,1.0,0,15,15,2.0,13.0
