Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.00819672131147541,1,0.00819672131147541,5.4274084124830395e-05,0.0006451612903225806
category,585,4.795081967213115,87,0.7131147540983607,0.03175033921302578,0.056129032258064517
collective,134,1.098360655737705,36,0.29508196721311475,0.007272727272727273,0.023225806451612905
datatype,89,0.7295081967213115,27,0.22131147540983606,0.004830393487109905,0.017419354838709676
enumeration,74,0.6065573770491803,9,0.07377049180327869,0.004016282225237449,0.005806451612903226
event,492,4.032786885245901,54,0.4426229508196721,0.026702849389416555,0.03483870967741935
historicalRole,39,0.319672131147541,5,0.040983606557377046,0.002116689280868385,0.0032258064516129032
historicalRoleMixin,9,0.07377049180327869,3,0.02459016393442623,0.0004884667571234735,0.001935483870967742
kind,1590,13.032786885245901,103,0.8442622950819673,0.08629579375848033,0.0664516129032258
mixin,84,0.6885245901639344,22,0.18032786885245902,0.004559023066485753,0.014193548387096775
mode,545,4.467213114754099,59,0.48360655737704916,0.029579375848032566,0.03806451612903226
phase,339,2.778688524590164,42,0.3442622950819672,0.018398914518317502,0.027096774193548386
phaseMixin,20,0.16393442622950818,8,0.06557377049180328,0.001085481682496608,0.005161290322580645
quality,251,2.057377049180328,44,0.36065573770491804,0.01362279511533243,0.02838709677419355
quantity,44,0.36065573770491804,12,0.09836065573770492,0.0023880597014925373,0.007741935483870968
relator,1248,10.229508196721312,92,0.7540983606557377,0.06773405698778832,0.05935483870967742
role,1863,15.270491803278688,85,0.6967213114754098,0.10111261872455903,0.054838709677419356
roleMixin,579,4.745901639344262,55,0.45081967213114754,0.031424694708276794,0.035483870967741936
situation,79,0.6475409836065574,21,0.1721311475409836,0.0042876526458616015,0.013548387096774193
subkind,2033,16.66393442622951,91,0.7459016393442623,0.11033921302578019,0.05870967741935484
type,219,1.7950819672131149,27,0.22131147540983606,0.011886024423337856,0.017419354838709676
none_c,373,3.057377049180328,22,0.18032786885245902,0.020244233378561738,0.014193548387096775
other_c,97,0.7950819672131147,17,0.13934426229508196,0.005264586160108548,0.01096774193548387
bringsAbout,30,0.2459016393442623,12,0.09836065573770492,0.0016282225237449117,0.007741935483870968
characterization,562,4.60655737704918,69,0.5655737704918032,0.03050203527815468,0.044516129032258066
comparative,37,0.30327868852459017,6,0.04918032786885246,0.0020081411126187244,0.003870967741935484
componentOf,551,4.516393442622951,45,0.36885245901639346,0.029905020352781548,0.02903225806451613
creation,75,0.6147540983606558,19,0.1557377049180328,0.004070556309362279,0.012258064516129033
derivation,219,1.7950819672131149,39,0.319672131147541,0.011886024423337856,0.025161290322580646
externalDependence,91,0.7459016393442623,23,0.1885245901639344,0.004938941655359566,0.014838709677419355
formal,383,3.139344262295082,24,0.19672131147540983,0.02078697421981004,0.015483870967741935
historicalDependence,44,0.36065573770491804,16,0.13114754098360656,0.0023880597014925373,0.01032258064516129
instantiation,72,0.5901639344262295,18,0.14754098360655737,0.003907734056987788,0.011612903225806452
manifestation,40,0.32786885245901637,13,0.10655737704918032,0.002170963364993216,0.008387096774193548
material,623,5.10655737704918,54,0.4426229508196721,0.03381275440976934,0.03483870967741935
mediation,1972,16.16393442622951,78,0.639344262295082,0.10702849389416554,0.05032258064516129
memberOf,204,1.6721311475409837,32,0.26229508196721313,0.011071913161465401,0.02064516129032258
participation,214,1.7540983606557377,30,0.2459016393442623,0.011614654002713705,0.01935483870967742
participational,17,0.13934426229508196,4,0.03278688524590164,0.0009226594301221167,0.0025806451612903226
subCollectionOf,27,0.22131147540983606,6,0.04918032786885246,0.0014654002713704207,0.003870967741935484
subQuantityOf,14,0.11475409836065574,4,0.03278688524590164,0.0007598371777476255,0.0025806451612903226
termination,20,0.16393442622950818,4,0.03278688524590164,0.001085481682496608,0.0025806451612903226
triggers,16,0.13114754098360656,10,0.08196721311475409,0.0008683853459972863,0.0064516129032258064
none_r,2279,18.68032786885246,106,0.8688524590163934,0.12369063772048847,0.06838709677419355
other_r,148,1.2131147540983607,16,0.13114754098360656,0.008032564450474898,0.01032258064516129
