Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,3.7720804021281342,0.9349558163117485,0.07823800131492438
characterization,5.614119118141295,0.7717960606528944,0.03913027411054961
comparative,2.3139260163137125,0.9781254527017239,0.2518080210387903
componentOf,4.723991821173512,0.8605885190545104,0.09068214232608207
creation,4.123822886019654,0.9242304239928191,0.07345619704777709
derivation,4.715747034360035,0.8673090318086836,0.07979921185963594
externalDependence,4.440607853896935,0.9043222635616187,0.055588604666534466
historicalDependence,4.084071000728276,0.9246054938632379,0.0713436385255648
instantiation,4.1467020857958214,0.9211951773545344,0.06472526304601976
manifestation,3.841714207148075,0.9370573724834885,0.09025986907359651
material,5.080688450580132,0.8280871670702179,0.0666844543940025
mediation,4.586341643877561,0.7948908882649378,0.1852923004840821
memberOf,3.773668781084453,0.9088983050847458,0.21490478515625
participation,4.461039008503491,0.9009159390515322,0.07205578512396695
participational,1.7448425245397687,0.9843063402385436,0.3580246913580247
subCollectionOf,3.1433372629384184,0.9599007854485324,0.13741820345032718
subQuantityOf,1.2916919913672795,0.9887005649717514,0.5408163265306122
termination,2.015761996940154,0.9818919310444734,0.2991452991452992
triggers,3.4039894291729214,0.9502286790422384,0.10657596371882085
none,6.3451724903526845,0.6474432443851157,0.017274464272943435
other,4.532453292696561,0.8949371594425125,0.07442041335104564
