stereotype1,stereotype2,geometric_mean_correlation
characterization,componentOf,0.21775044923364473
characterization,derivation,0.01599216815865164
characterization,material,0.00477684156952244
characterization,mediation,0.21069014331353256
characterization,memberOf,0.1559747884695393
characterization,participation,0.34507453852732933
characterization,none,0.21745346256137218
characterization,other,0.04252440828328367
componentOf,derivation,0.020249163713161225
componentOf,material,0.2105957680947077
componentOf,mediation,0.19566851294761656
componentOf,memberOf,0.3433826956646224
componentOf,participation,0.016297204920874123
componentOf,none,0.11960006260221101
componentOf,other,0.1706400786680636
derivation,material,0.5868892268068321
derivation,mediation,0.441021939724318
derivation,memberOf,0.19267407870586503
derivation,participation,0.06765576283978182
derivation,none,0.07655838008505093
derivation,other,0.20131485506370742
material,mediation,0.4224890336807351
material,memberOf,0.23256038864980227
material,participation,0.07226079957601149
material,none,0.16374161077669017
material,other,0.09249834946978057
mediation,memberOf,0.3128084708005224
mediation,participation,0.015357239804567782
mediation,none,0.23856259783988137
mediation,other,0.15901535697707506
memberOf,participation,0.08304265646359577
memberOf,none,0.15768287242891146
memberOf,other,0.25632821332179107
participation,none,0.19076033840831508
participation,other,0.026842492165359576
none,other,0.11761720384360162
