Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.5520140105078809,2,0.2949367088607595
20.0,4,0.7194395796847636,4,0.5
30.0,6,0.8596614127262113,6,0.6594936708860759
40.0,8,0.923409223584355,8,0.7911392405063291
50.0,10,0.9570344424985405,10,0.8556962025316456
60.0,12,0.9720957384705196,12,0.9
70.0,14,0.982019848219498,14,0.9354430379746835
80.0,16,0.9904261529480444,16,0.9645569620253165
90.0,18,0.9959136018680678,18,0.9860759493670886
100.0,21,1.0,21,1.0
