Stereotype Pair,Jaccard Similarity,Dice Coefficient
"('bringsAbout', 'characterization')",0.0,0.0
"('bringsAbout', 'comparative')",0.0,0.0
"('bringsAbout', 'componentOf')",0.0,0.0
"('bringsAbout', 'creation')",0.0,0.0
"('bringsAbout', 'derivation')",0.0,0.0
"('bringsAbout', 'externalDependence')",0.0,0.0
"('bringsAbout', 'historicalDependence')",0.0,0.0
"('bringsAbout', 'instantiation')",0.0,0.0
"('bringsAbout', 'manifestation')",0.0,0.0
"('bringsAbout', 'material')",0.0,0.0
"('bringsAbout', 'mediation')",0.0,0.0
"('bringsAbout', 'memberOf')",0.0,0.0
"('bringsAbout', 'participation')",0.0,0.0
"('bringsAbout', 'participational')",0.0,0.0
"('bringsAbout', 'subCollectionOf')",0.0,0.0
"('bringsAbout', 'subQuantityOf')",0.0,0.0
"('bringsAbout', 'termination')",0.0,0.0
"('bringsAbout', 'triggers')",0.0,0.0
"('characterization', 'comparative')",0.1111111111111111,0.2
"('characterization', 'componentOf')",0.22727272727272727,0.37037037037037035
"('characterization', 'creation')",0.0,0.0
"('characterization', 'derivation')",0.1111111111111111,0.2
"('characterization', 'externalDependence')",0.0,0.0
"('characterization', 'historicalDependence')",0.0,0.0
"('characterization', 'instantiation')",0.0,0.0
"('characterization', 'manifestation')",0.0,0.0
"('characterization', 'material')",0.08823529411764706,0.16216216216216217
"('characterization', 'mediation')",0.18421052631578946,0.3111111111111111
"('characterization', 'memberOf')",0.3,0.46153846153846156
"('characterization', 'participation')",0.0,0.0
"('characterization', 'participational')",0.0,0.0
"('characterization', 'subCollectionOf')",0.0,0.0
"('characterization', 'subQuantityOf')",0.0,0.0
"('characterization', 'termination')",0.0,0.0
"('characterization', 'triggers')",0.0,0.0
"('comparative', 'componentOf')",0.05555555555555555,0.10526315789473684
"('comparative', 'creation')",0.0,0.0
"('comparative', 'derivation')",0.0,0.0
"('comparative', 'externalDependence')",0.0,0.0
"('comparative', 'historicalDependence')",0.0,0.0
"('comparative', 'instantiation')",0.0,0.0
"('comparative', 'manifestation')",0.0,0.0
"('comparative', 'material')",0.0,0.0
"('comparative', 'mediation')",0.027777777777777776,0.05405405405405406
"('comparative', 'memberOf')",0.058823529411764705,0.1111111111111111
"('comparative', 'participation')",0.0,0.0
"('comparative', 'participational')",0.0,0.0
"('comparative', 'subCollectionOf')",0.0,0.0
"('comparative', 'subQuantityOf')",0.0,0.0
"('comparative', 'termination')",0.0,0.0
"('comparative', 'triggers')",0.0,0.0
"('componentOf', 'creation')",0.0,0.0
"('componentOf', 'derivation')",0.21875,0.358974358974359
"('componentOf', 'externalDependence')",0.0,0.0
"('componentOf', 'historicalDependence')",0.0,0.0
"('componentOf', 'instantiation')",0.0,0.0
"('componentOf', 'manifestation')",0.0,0.0
"('componentOf', 'material')",0.3142857142857143,0.4782608695652174
"('componentOf', 'mediation')",0.38461538461538464,0.5555555555555556
"('componentOf', 'memberOf')",0.34615384615384615,0.5142857142857142
"('componentOf', 'participation')",0.0,0.0
"('componentOf', 'participational')",0.0,0.0
"('componentOf', 'subCollectionOf')",0.1,0.18181818181818182
"('componentOf', 'subQuantityOf')",0.0,0.0
"('componentOf', 'termination')",0.0,0.0
"('componentOf', 'triggers')",0.0,0.0
"('creation', 'derivation')",0.0,0.0
"('creation', 'externalDependence')",0.0,0.0
"('creation', 'historicalDependence')",0.0,0.0
"('creation', 'instantiation')",0.0,0.0
"('creation', 'manifestation')",0.0,0.0
"('creation', 'material')",0.0,0.0
"('creation', 'mediation')",0.0,0.0
"('creation', 'memberOf')",0.0,0.0
"('creation', 'participation')",0.0,0.0
"('creation', 'participational')",0.0,0.0
"('creation', 'subCollectionOf')",0.0,0.0
"('creation', 'subQuantityOf')",0.0,0.0
"('creation', 'termination')",0.0,0.0
"('creation', 'triggers')",0.0,0.0
"('derivation', 'externalDependence')",0.0,0.0
"('derivation', 'historicalDependence')",0.0,0.0
"('derivation', 'instantiation')",0.0,0.0
"('derivation', 'manifestation')",0.0,0.0
"('derivation', 'material')",0.75,0.8571428571428571
"('derivation', 'mediation')",0.5833333333333334,0.7368421052631579
"('derivation', 'memberOf')",0.22580645161290322,0.3684210526315789
"('derivation', 'participation')",0.0,0.0
"('derivation', 'participational')",0.0,0.0
"('derivation', 'subCollectionOf')",0.13636363636363635,0.24
"('derivation', 'subQuantityOf')",0.0,0.0
"('derivation', 'termination')",0.0,0.0
"('derivation', 'triggers')",0.0,0.0
"('externalDependence', 'historicalDependence')",0.0,0.0
"('externalDependence', 'instantiation')",0.0,0.0
"('externalDependence', 'manifestation')",0.0,0.0
"('externalDependence', 'material')",0.0,0.0
"('externalDependence', 'mediation')",0.0,0.0
"('externalDependence', 'memberOf')",0.0,0.0
"('externalDependence', 'participation')",0.0,0.0
"('externalDependence', 'participational')",0.0,0.0
"('externalDependence', 'subCollectionOf')",0.0,0.0
"('externalDependence', 'subQuantityOf')",0.0,0.0
"('externalDependence', 'termination')",0.0,0.0
"('externalDependence', 'triggers')",0.0,0.0
"('historicalDependence', 'instantiation')",0.0,0.0
"('historicalDependence', 'manifestation')",0.0,0.0
"('historicalDependence', 'material')",0.0,0.0
"('historicalDependence', 'mediation')",0.0,0.0
"('historicalDependence', 'memberOf')",0.0,0.0
"('historicalDependence', 'participation')",0.0,0.0
"('historicalDependence', 'participational')",0.0,0.0
"('historicalDependence', 'subCollectionOf')",0.0,0.0
"('historicalDependence', 'subQuantityOf')",0.0,0.0
"('historicalDependence', 'termination')",0.0,0.0
"('historicalDependence', 'triggers')",0.0,0.0
"('instantiation', 'manifestation')",0.0,0.0
"('instantiation', 'material')",0.0,0.0
"('instantiation', 'mediation')",0.0,0.0
"('instantiation', 'memberOf')",0.0,0.0
"('instantiation', 'participation')",0.0,0.0
"('instantiation', 'participational')",0.0,0.0
"('instantiation', 'subCollectionOf')",0.0,0.0
"('instantiation', 'subQuantityOf')",0.0,0.0
"('instantiation', 'termination')",0.0,0.0
"('instantiation', 'triggers')",0.0,0.0
"('manifestation', 'material')",0.0,0.0
"('manifestation', 'mediation')",0.0,0.0
"('manifestation', 'memberOf')",0.0,0.0
"('manifestation', 'participation')",0.0,0.0
"('manifestation', 'participational')",0.0,0.0
"('manifestation', 'subCollectionOf')",0.0,0.0
"('manifestation', 'subQuantityOf')",0.0,0.0
"('manifestation', 'termination')",0.0,0.0
"('manifestation', 'triggers')",0.0,0.0
"('material', 'mediation')",0.7777777777777778,0.875
"('material', 'memberOf')",0.2857142857142857,0.4444444444444444
"('material', 'participation')",0.0,0.0
"('material', 'participational')",0.0,0.0
"('material', 'subCollectionOf')",0.14285714285714285,0.25
"('material', 'subQuantityOf')",0.0,0.0
"('material', 'termination')",0.0,0.0
"('material', 'triggers')",0.0,0.0
"('mediation', 'memberOf')",0.358974358974359,0.5283018867924528
"('mediation', 'participation')",0.0,0.0
"('mediation', 'participational')",0.0,0.0
"('mediation', 'subCollectionOf')",0.1111111111111111,0.2
"('mediation', 'subQuantityOf')",0.0,0.0
"('mediation', 'termination')",0.0,0.0
"('mediation', 'triggers')",0.0,0.0
"('memberOf', 'participation')",0.0,0.0
"('memberOf', 'participational')",0.0,0.0
"('memberOf', 'subCollectionOf')",0.05,0.09523809523809523
"('memberOf', 'subQuantityOf')",0.0,0.0
"('memberOf', 'termination')",0.0,0.0
"('memberOf', 'triggers')",0.0,0.0
"('participation', 'participational')",0.0,0.0
"('participation', 'subCollectionOf')",0.0,0.0
"('participation', 'subQuantityOf')",0.0,0.0
"('participation', 'termination')",0.0,0.0
"('participation', 'triggers')",0.0,0.0
"('participational', 'subCollectionOf')",0.0,0.0
"('participational', 'subQuantityOf')",0.0,0.0
"('participational', 'termination')",0.0,0.0
"('participational', 'triggers')",0.0,0.0
"('subCollectionOf', 'subQuantityOf')",0.0,0.0
"('subCollectionOf', 'termination')",0.0,0.0
"('subCollectionOf', 'triggers')",0.0,0.0
"('subQuantityOf', 'termination')",0.0,0.0
"('subQuantityOf', 'triggers')",0.0,0.0
"('termination', 'triggers')",0.0,0.0
