Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,1,0.2486147026228297,1,0.14383561643835616
20.0,3,0.5434059844846694,3,0.3767123287671233
30.0,5,0.7188769855929072,5,0.5273972602739726
40.0,7,0.8001477650535649,7,0.6529680365296804
50.0,9,0.8725526413003325,9,0.7579908675799086
60.0,11,0.9235315847801995,11,0.8515981735159818
70.0,13,0.9575175471001108,13,0.9269406392694064
80.0,15,0.9793128925009236,15,0.9657534246575342
90.0,17,0.9929811599556705,17,0.9908675799086758
100.0,19,1.0,19,1.0
