stereotype,total_correlation,rank
bringsAbout,2.6142188552822736,8
characterization,2.9695595205696073,7
componentOf,2.104308918280638,13
creation,3.5972367187957595,3
derivation,2.039619100840833,14
externalDependence,3.241256622588777,6
historicalDependence,3.4618852328392418,5
instantiation,3.5924355569355075,4
manifestation,4.241794424878882,1
material,2.5969395710883685,9
mediation,2.5102672091353826,11
memberOf,2.5173605384436737,10
participation,4.155828014820285,2
termination,2.124941029273006,12
