stereotype,total_correlation,rank
bringsAbout,2.8318888896008714,5
characterization,2.748844711703725,7
componentOf,2.2581838113131596,13
creation,2.6518128248174797,9
derivation,2.160773963947361,14
externalDependence,2.7933911537716134,6
historicalDependence,3.3901069716373087,4
instantiation,3.678644806758787,2
manifestation,3.680553646851867,1
material,2.6533946564130995,8
mediation,2.3499859368188,12
memberOf,2.596550735623201,10
participation,3.6459425084980444,3
triggers,2.535123790261909,11
