Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
abstract,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
category,79,2.393939393939394,2.0,0,2.8933047059050176,8.371212121212121,1.6651951944647454,3.0216933182129506,0.0,3.0,3.0,0,12,12,1.0,11.0
collective,16,0.48484848484848486,0.0,0,1.1758298165873144,1.3825757575757578,2.8624870421773925,8.14581085841924,0.0,0.0,0.0,0,5,5,1.0,4.0
datatype,7,0.21212121212121213,0.0,0,0.6498834394323991,0.4223484848484848,3.4037861139391836,11.799382848587738,0.0,0.0,0.0,0,3,3,1.0,2.0
enumeration,10,0.30303030303030304,0.0,0,1.0453721970202912,1.0928030303030305,3.7067000726447166,14.002325207573561,0.0,0.0,0.0,0,5,5,2.0,3.0
event,138,4.181818181818182,0.0,0,7.01540512664159,49.2159090909091,1.6694036875777936,1.5536479719539025,0.0,6.0,6.0,0,23,23,1.0,22.0
historicalRole,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
historicalRoleMixin,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
kind,168,5.090909090909091,4.0,0,5.642271463934296,31.83522727272727,1.8914708037032644,5.79140123423457,0.0,9.0,9.0,0,27,27,1.0,26.0
mixin,6,0.18181818181818182,0.0,0,0.4646601886422925,0.21590909090909086,2.663647611632594,7.009489768564025,0.0,0.0,0.0,0,2,2,1.0,1.0
mode,65,1.9696969696969697,0.0,0,4.362373554649238,19.03030303030303,3.481541765057299,14.087889232976147,0.0,2.0,2.0,0,22,22,1.0,21.0
phase,24,0.7272727272727273,0.0,0,1.8753787496251135,3.517045454545454,2.873566186721055,8.041564335248276,0.0,0.0,0.0,0,8,8,1.0,7.0
phaseMixin,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,
quality,13,0.3939393939393939,0.0,0,1.3448836831533504,1.8087121212121215,4.220037983512346,19.26243665858762,0.0,0.0,0.0,0,7,7,1.0,6.0
quantity,10,0.30303030303030304,0.0,0,1.158793782475135,1.3428030303030307,4.361672595261089,19.83796021218099,0.0,0.0,0.0,0,6,6,1.0,5.0
relator,86,2.606060606060606,2.0,0,2.8824836723235956,8.308712121212121,1.304599710242412,1.5936903286421384,0.0,4.0,4.0,0,11,11,1.0,10.0
role,100,3.0303030303030303,2.0,0,3.107298349097336,9.65530303030303,0.7483415595465011,-0.42156496807897303,0.0,5.0,5.0,0,10,10,1.0,9.0
roleMixin,57,1.7272727272727273,0.0,0,3.084970900113234,9.517045454545457,2.2511923151706164,5.057752442601625,0.0,2.0,2.0,0,13,13,1.0,12.0
situation,15,0.45454545454545453,0.0,0,1.201325026036592,1.4431818181818181,2.588899051307791,5.404055608111218,0.0,0.0,0.0,0,4,4,1.0,3.0
subkind,150,4.545454545454546,2.0,0,7.870399088876105,61.94318181818181,2.455878143255717,5.608726450268316,0.0,3.0,3.0,0,32,32,1.0,31.0
type,24,0.7272727272727273,0.0,0,3.3191934945925428,11.017045454545455,5.543898255490149,31.330180112626927,0.0,0.0,0.0,0,19,19,1.0,18.0
none,87,2.6363636363636362,0.0,0,7.385874109652585,54.55113636363636,3.2723787542238196,10.958618230116024,0.0,0.0,0.0,0,34,34,2.0,32.0
other,55,1.6666666666666667,0.0,0,3.5852707940498254,12.854166666666666,2.4077121049081893,5.692377903256739,0.0,0.0,0.0,0,15,15,2.0,13.0
