Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0,0.0,0.0,21,Q3
category,0.07117117117117117,0.6363636363636364,0.6403311746993321,5,Q1
collective,0.014414414414414415,0.21212121212121213,0.21261040420140015,10,Q2
datatype,0.006306306306306306,0.12121212121212122,0.12137605953387565,17,Q3
enumeration,0.009009009009009009,0.09090909090909091,0.09135439263243865,18,Q3
event,0.12432432432432433,0.42424242424242425,0.44208389717992314,6,Q1
historicalRole,0.0,0.0,0.0,21,Q3
historicalRoleMixin,0.0,0.0,0.0,21,Q3
kind,0.15135135135135136,0.696969696969697,0.7132138459465797,1,Q1
mixin,0.005405405405405406,0.15151515151515152,0.15161154159976117,14,Q3
mode,0.05855855855855856,0.36363636363636365,0.36832120457439566,8,Q1
phase,0.021621621621621623,0.18181818181818182,0.18309927842899326,12,Q1
phaseMixin,0.0,0.0,0.0,21,Q3
quality,0.011711711711711712,0.12121212121212122,0.1217766090838475,16,Q3
quantity,0.009009009009009009,0.09090909090909091,0.09135439263243865,18,Q3
relator,0.07747747747747748,0.6666666666666666,0.6711536366292873,3,Q1
role,0.09009009009009009,0.6363636363636364,0.6427090337146281,4,Q1
roleMixin,0.051351351351351354,0.42424242424242425,0.4273389706225013,7,Q1
situation,0.013513513513513514,0.15151515151515152,0.15211658747861534,13,Q3
subkind,0.13513513513513514,0.6666666666666666,0.6802249254418979,2,Q1
type,0.021621621621621623,0.12121212121212122,0.123125435431882,15,Q4
none,0.07837837837837838,0.18181818181818182,0.197992478233123,11,Q1
other,0.04954954954954955,0.24242424242424243,0.2474361961709142,9,Q1
