Stereotype,x_value,y_value,quadrant
abstract,0,0.0,Q3
category,20,0.0961538461538461,Q1
collective,9,0.0432692307692307,Q1
datatype,6,0.0288461538461538,Q3
enumeration,3,0.0144230769230769,Q3
event,12,0.0576923076923076,Q1
historicalRole,0,0.0,Q3
historicalRoleMixin,0,0.0,Q3
kind,24,0.1153846153846153,Q1
mixin,8,0.0384615384615384,Q1
mode,12,0.0576923076923076,Q1
phase,8,0.0384615384615384,Q1
phaseMixin,0,0.0,Q3
quality,2,0.0096153846153846,Q3
quantity,5,0.0240384615384615,Q3
relator,20,0.0961538461538461,Q1
role,22,0.1057692307692307,Q1
roleMixin,14,0.0673076923076923,Q1
situation,4,0.0192307692307692,Q3
subkind,19,0.0913461538461538,Q1
type,6,0.0288461538461538,Q3
none,7,0.0336538461538461,Q1
other,7,0.0336538461538461,Q1
