Stereotype,x_value,y_value,quadrant
abstract,0.0,0.0,Q3
category,9.827586206896552,0.0961538461538461,Q1
collective,2.2413793103448274,0.0432692307692307,Q2
datatype,0.3448275862068966,0.0288461538461538,Q3
enumeration,0.7931034482758621,0.0144230769230769,Q3
event,4.413793103448276,0.0576923076923076,Q1
historicalRole,0.0,0.0,Q3
historicalRoleMixin,0.0,0.0,Q3
kind,23.24137931034483,0.1153846153846153,Q1
mixin,2.310344827586207,0.0384615384615384,Q1
mode,9.586206896551724,0.0576923076923076,Q1
phase,4.655172413793103,0.0384615384615384,Q1
phaseMixin,0.0,0.0,Q3
quality,0.3103448275862069,0.0096153846153846,Q3
quantity,1.137931034482759,0.0240384615384615,Q3
relator,31.20689655172414,0.0961538461538461,Q1
role,49.51724137931034,0.1057692307692307,Q1
roleMixin,10.724137931034482,0.0673076923076923,Q1
situation,0.3793103448275862,0.0192307692307692,Q3
subkind,35.03448275862069,0.0913461538461538,Q1
type,4.689655172413793,0.0288461538461538,Q4
none,7.862068965517241,0.0336538461538461,Q1
other,2.0,0.0336538461538461,Q2
