Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00019918334827208445,0.013605442176870748,0.013606900118484089,42,Q3
category,0.03216811074594164,0.5782312925170068,0.5791253879729773,7,Q1
collective,0.011453042525644856,0.35374149659863946,0.353926854871087,14,Q1
datatype,0.01075590080669256,0.20408163265306123,0.20436487513391932,20,Q1
enumeration,0.005178767055074196,0.05442176870748299,0.05466761872865414,35,Q3
event,0.030674235633901006,0.30612244897959184,0.3076554282001,17,Q1
historicalRole,0.002290608505128971,0.027210884353741496,0.027307125711734343,39,Q3
historicalRoleMixin,0.00089632506722438,0.02040816326530612,0.020427837048731443,40,Q3
kind,0.09650433223782492,0.8571428571428571,0.8625583827728351,1,Q1
mixin,0.0023902001792650133,0.1292517006802721,0.12927379930070754,25,Q3
mode,0.019918334827208447,0.36054421768707484,0.3610939946466482,11,Q1
phase,0.02639179364605119,0.3469387755102041,0.34794114548925587,15,Q1
phaseMixin,0.0019918334827208443,0.05442176870748299,0.054458207002009006,36,Q3
quality,0.01613385121003884,0.2653061224489796,0.2657962373017734,18,Q1
quantity,0.001693058460312718,0.061224489795918366,0.06124789463908575,33,Q3
relator,0.052883178966238426,0.7891156462585034,0.7908856641686904,2,Q1
role,0.07439498057962354,0.7346938775510204,0.7384508831644772,3,Q1
roleMixin,0.02599342694950702,0.3741496598639456,0.3750514980917761,10,Q1
situation,0.007071008863658998,0.1292517006802721,0.1294449740047585,24,Q3
subkind,0.09142515685688676,0.7210884353741497,0.7268611221799153,4,Q1
type,0.007668558908475251,0.14285714285714285,0.14306281858344214,22,Q2
none_c,0.017627726322079474,0.10884353741496598,0.11026174482697629,27,Q4
other_c,0.009461209042924012,0.11564625850340136,0.11603263154125842,26,Q3
bringsAbout,0.002589383527537098,0.07482993197278912,0.07487471953940747,32,Q3
characterization,0.033761577532118316,0.4489795918367347,0.45024717434242506,9,Q1
comparative,0.0013942834379045911,0.034013605442176874,0.03404217063410175,38,Q3
componentOf,0.029379543870132457,0.35374149659863946,0.354959439955979,12,Q1
creation,0.003386116920625436,0.09523809523809523,0.09529827161276665,30,Q3
derivation,0.014938751120406334,0.35374149659863946,0.3540567930443966,13,Q1
externalDependence,0.007071008863658998,0.1360544217687075,0.1362380447935425,23,Q3
historicalDependence,0.003485708594761478,0.09523809523809523,0.09530186225351575,29,Q3
instantiation,0.00627427547057066,0.10204081632653061,0.10223353035704755,28,Q3
manifestation,0.003386116920625436,0.08163265306122448,0.08170285082917479,31,Q3
material,0.03953789463200876,0.47619047619047616,0.4778290643383304,8,Q1
mediation,0.09252066527238323,0.7006802721088435,0.7067622777320302,5,Q1
memberOf,0.009759984065332138,0.2585034013605442,0.25868758339728287,19,Q1
participation,0.011552634199780898,0.16326530612244897,0.16367352730423732,21,Q1
participational,0.00019918334827208445,0.013605442176870748,0.013606900118484089,42,Q3
subCollectionOf,0.002091425156856887,0.047619047619047616,0.0476649531137067,37,Q3
subQuantityOf,0.0,0.0,0.0,44,Q3
termination,0.00029877502240812666,0.013605442176870748,0.013608722325853681,41,Q3
triggers,0.0014938751120406335,0.061224489795918366,0.061242712330700104,34,Q3
none_r,0.16333034558310924,0.6870748299319728,0.7062213701909248,6,Q1
other_r,0.028383627128772036,0.32653061224489793,0.3277619120978108,16,Q1
