Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.34841141626278943,2,0.22836879432624113
20.0,4,0.539041464728056,4,0.43120567375886526
30.0,6,0.6965535810446958,6,0.5929078014184397
40.0,8,0.8069466882067852,8,0.7177304964539007
50.0,10,0.8925686591276252,10,0.8141843971631205
60.0,12,0.9308023694130317,12,0.8794326241134752
70.0,14,0.9631125471190092,14,0.9333333333333333
80.0,16,0.9822294022617124,16,0.9673758865248226
90.0,18,0.9929994614970382,18,0.9886524822695035
100.0,21,1.0,21,1.0
