Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00026925148088314486,0.009615384615384616,0.009619153687395422,21,Q3
category,0.07592891760904685,0.6730769230769231,0.6773461042244059,4,Q1
collective,0.013193322563274098,0.2403846153846154,0.2407463957650624,11,Q2
datatype,0.019116855142703285,0.20192307692307693,0.20282599228064915,12,Q4
enumeration,0.012924071082390954,0.0673076923076923,0.06853726765147321,18,Q3
event,0.08292945611200861,0.4326923076923077,0.4405677335292818,6,Q1
historicalRole,0.006192784060312331,0.038461538461538464,0.03895690587361965,19,Q3
historicalRoleMixin,0.0024232633279483036,0.028846153846153848,0.028947759790224795,20,Q3
kind,0.17312870220786214,0.8076923076923077,0.8260389890516695,1,Q1
mixin,0.005385029617662897,0.15384615384615385,0.153940370264715,15,Q3
mode,0.04819601507808293,0.4326923076923077,0.43536822231933914,7,Q1
phase,0.046849757673667204,0.3076923076923077,0.31123858373778,10,Q1
phaseMixin,0.005385029617662897,0.07692307692307693,0.0771113370866873,16,Q3
quality,0.03877221324717286,0.34615384615384615,0.348318488925272,9,Q1
quantity,0.004308023694130318,0.07692307692307693,0.07704361642253561,17,Q3
relator,0.0815831987075929,0.7403846153846154,0.7448658919628335,2,Q1
role,0.10770059235325795,0.6634615384615384,0.6721462866154913,5,Q1
roleMixin,0.062197092084006464,0.41346153846153844,0.41811352770591936,8,Q1
situation,0.019116855142703285,0.18269230769230768,0.18368977500255132,13,Q4
subkind,0.1752827140549273,0.7019230769230769,0.7234777368818069,3,Q1
type,0.019116855142703285,0.18269230769230768,0.18368977500255132,13,Q4
