Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0006720430107526882,0.023255813953488372,0.023265522225979926,15,Q3
category,0.027553763440860215,0.3488372093023256,0.34992371807808254,7,Q1
collective,0.04435483870967742,0.627906976744186,0.6294716222046751,5,Q1
datatype,0.02486559139784946,0.20930232558139536,0.21077419464760203,9,Q1
enumeration,0.002688172043010753,0.023255813953488372,0.023410663202312082,14,Q3
event,0.0,0.0,0.0,19,Q3
historicalRole,0.0,0.0,0.0,19,Q3
historicalRoleMixin,0.0,0.0,0.0,19,Q3
kind,0.21908602150537634,0.9767441860465116,1.0010134313757815,1,Q1
mixin,0.002688172043010753,0.06976744186046512,0.06981921091423338,12,Q2
mode,0.014112903225806451,0.18604651162790697,0.18658102402541876,10,Q1
phase,0.061155913978494625,0.4418604651162791,0.4460725461708213,6,Q1
phaseMixin,0.0,0.0,0.0,19,Q3
quality,0.012096774193548387,0.06976744186046512,0.07080838855420366,11,Q1
quantity,0.0006720430107526882,0.023255813953488372,0.023265522225979926,15,Q3
relator,0.1532258064516129,0.9069767441860465,0.9198287679003458,3,Q1
role,0.23319892473118278,0.9069767441860465,0.9364766697521626,2,Q1
roleMixin,0.020161290322580645,0.27906976744186046,0.27979709206409825,8,Q1
situation,0.0,0.0,0.0,19,Q3
subkind,0.17943548387096775,0.7674418604651163,0.7881396462976389,4,Q1
type,0.004032258064516129,0.046511627906976744,0.04668608610341964,13,Q3
