stereotype1,stereotype2,geometric_mean_correlation
category,collective,0.03654435019808827
category,datatype,0.11798626471077009
category,kind,0.11133318293158305
category,mode,0.07817336663283586
category,phase,0.23551185768365623
category,relator,0.065322047723084
category,role,0.18224078155812617
category,roleMixin,0.02918780994615664
category,subkind,0.12206718593880915
collective,datatype,0.1145408263217949
collective,kind,0.16252146859566297
collective,mode,0.049501840348938946
collective,phase,0.019162487161055206
collective,relator,0.1391554184091373
collective,role,0.09306418175086591
collective,roleMixin,0.04350352311107422
collective,subkind,0.10133772323876095
datatype,kind,0.028119564123163257
datatype,mode,0.05764593778663306
datatype,phase,0.3584949586619557
datatype,relator,0.04768693414190498
datatype,role,0.09242383173929135
datatype,roleMixin,0.16705271195968435
datatype,subkind,0.11115875758236987
kind,mode,0.03601478822615001
kind,phase,0.1261891471563994
kind,relator,0.0442531514136554
kind,role,0.05109941240889621
kind,roleMixin,0.08589018006268047
kind,subkind,0.3348093093724249
mode,phase,0.054122348840977184
mode,relator,0.3469847298375987
mode,role,0.2503489227973493
mode,roleMixin,0.052089441818677806
mode,subkind,0.32675985438808497
phase,relator,0.14095189274529787
phase,role,0.12202022099191981
phase,roleMixin,0.2584700933347078
phase,subkind,0.24627051354509708
relator,role,0.556378168963377
relator,roleMixin,0.22185103936842854
relator,subkind,0.17560016973383863
role,roleMixin,0.1357350890823833
role,subkind,0.10397893527191898
roleMixin,subkind,0.03695621961370502
