Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers,none,other
bringsAbout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
characterization,0.0,0.6763795286036314,0.049322667807585305,0.19284701193367465,0.0,0.1545318655423389,0.0,0.0,0.0,0.0,0.20816640589120933,0.2891092651003686,0.22594263999565564,0.0,0.0,0.02706221058037106,0.0,0.0,0.0,0.18966091269431634,0.24231611128183433
comparative,0.0,0.049322667807585305,0.1169068491375311,0.1169068491375311,0.0,0.018965625086746166,0.0,0.0,0.0,0.0,0.030856054220682674,0.06916828651542008,0.041552816886243765,0.0,0.0,0.002669358330269045,0.0,0.0,0.0,0.08224949010953352,0.015207779595254378
componentOf,0.0,0.19284701193367465,0.1169068491375311,1.6012583669785,0.0,0.49935426542243566,0.0,0.0,0.0,0.0,0.7040757323359973,0.9427685454465521,0.44476038596060125,0.0,0.0,0.14272137952920458,0.0,0.0,0.0,0.4616891663487116,0.6132825636325494
creation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
derivation,0.0,0.1545318655423389,0.018965625086746166,0.49935426542243566,0.0,1.5617888477530166,0.0,0.0,0.0,0.0,0.940134548608443,1.0203523068991742,0.42508893619344246,0.0,0.0,0.1702306832098645,0.0,0.0,0.0,0.38307742411790324,0.3924789240606385
externalDependence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historicalDependence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
instantiation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
manifestation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
material,0.0,0.20816640589120933,0.030856054220682674,0.7040757323359973,0.0,0.940134548608443,0.0,0.0,0.0,0.0,2.0052506770266434,1.312103496466698,0.5467369297879775,0.0,0.0,0.18359782225116383,0.0,0.0,0.0,0.4112271089474644,0.6449865028458212
mediation,0.0,0.2891092651003686,0.06916828651542008,0.9427685454465521,0.0,1.0203523068991742,0.0,0.0,0.0,0.0,1.312103496466698,2.5883389170577935,0.6814576658145408,0.0,0.0,0.2281527857062772,0.0,0.0,0.0,0.721690277758491,0.9444990821726009
memberOf,0.0,0.22594263999565564,0.041552816886243765,0.44476038596060125,0.0,0.42508893619344246,0.0,0.0,0.0,0.0,0.5467369297879775,0.6814576658145408,1.3314525355067188,0.0,0.0,0.1240120130931743,0.0,0.0,0.0,0.2244132142626366,0.3997102466226493
participation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
participational,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
subCollectionOf,0.0,0.02706221058037106,0.002669358330269045,0.14272137952920458,0.0,0.1702306832098645,0.0,0.0,0.0,0.0,0.18359782225116383,0.2281527857062772,0.1240120130931743,0.0,0.0,0.42905505047544,0.0,0.0,0.0,0.034220323305869216,0.1444519162552534
subQuantityOf,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
termination,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
triggers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
none,0.0,0.18966091269431634,0.08224949010953352,0.4616891663487116,0.0,0.38307742411790324,0.0,0.0,0.0,0.0,0.4112271089474644,0.721690277758491,0.2244132142626366,0.0,0.0,0.034220323305869216,0.0,0.0,0.0,1.074303182233756,0.24915876042638413
other,0.0,0.24231611128183433,0.015207779595254378,0.6132825636325494,0.0,0.3924789240606385,0.0,0.0,0.0,0.0,0.6449865028458212,0.9444990821726009,0.3997102466226493,0.0,0.0,0.1444519162552534,0.0,0.0,0.0,0.24915876042638413,1.5683315446765516
