Stereotype Pair,Jaccard Similarity,Dice Coefficient
"('bringsAbout', 'characterization')",0.17543859649122806,0.29850746268656714
"('bringsAbout', 'comparative')",0.15384615384615385,0.26666666666666666
"('bringsAbout', 'componentOf')",0.10256410256410256,0.18604651162790697
"('bringsAbout', 'creation')",0.13043478260869565,0.23076923076923078
"('bringsAbout', 'derivation')",0.07894736842105263,0.14634146341463414
"('bringsAbout', 'externalDependence')",0.19230769230769232,0.3225806451612903
"('bringsAbout', 'historicalDependence')",0.3157894736842105,0.48
"('bringsAbout', 'instantiation')",0.23809523809523808,0.38461538461538464
"('bringsAbout', 'manifestation')",0.2777777777777778,0.43478260869565216
"('bringsAbout', 'material')",0.1276595744680851,0.22641509433962265
"('bringsAbout', 'mediation')",0.07246376811594203,0.13513513513513514
"('bringsAbout', 'memberOf')",0.03333333333333333,0.06451612903225806
"('bringsAbout', 'participation')",0.38461538461538464,0.5555555555555556
"('bringsAbout', 'participational')",0.07692307692307693,0.14285714285714285
"('bringsAbout', 'subCollectionOf')",0.0,0.0
"('bringsAbout', 'subQuantityOf')",0.0,0.0
"('bringsAbout', 'termination')",0.08333333333333333,0.15384615384615385
"('bringsAbout', 'triggers')",0.5384615384615384,0.7
"('characterization', 'comparative')",0.034482758620689655,0.06666666666666667
"('characterization', 'componentOf')",0.35384615384615387,0.5227272727272727
"('characterization', 'creation')",0.16393442622950818,0.28169014084507044
"('characterization', 'derivation')",0.2463768115942029,0.3953488372093023
"('characterization', 'externalDependence')",0.3103448275862069,0.47368421052631576
"('characterization', 'historicalDependence')",0.1864406779661017,0.3142857142857143
"('characterization', 'instantiation')",0.22413793103448276,0.36619718309859156
"('characterization', 'manifestation')",0.19298245614035087,0.3235294117647059
"('characterization', 'material')",0.3424657534246575,0.5102040816326531
"('characterization', 'mediation')",0.5866666666666667,0.7394957983193278
"('characterization', 'memberOf')",0.20634920634920634,0.34210526315789475
"('characterization', 'participation')",0.32786885245901637,0.49382716049382713
"('characterization', 'participational')",0.03508771929824561,0.06779661016949153
"('characterization', 'subCollectionOf')",0.0,0.0
"('characterization', 'subQuantityOf')",0.0,0.0
"('characterization', 'termination')",0.0,0.0
"('characterization', 'triggers')",0.16071428571428573,0.27692307692307694
"('comparative', 'componentOf')",0.09090909090909091,0.16666666666666666
"('comparative', 'creation')",0.11764705882352941,0.21052631578947367
"('comparative', 'derivation')",0.0625,0.11764705882352941
"('comparative', 'externalDependence')",0.0,0.0
"('comparative', 'historicalDependence')",0.125,0.2222222222222222
"('comparative', 'instantiation')",0.0,0.0
"('comparative', 'manifestation')",0.06666666666666667,0.125
"('comparative', 'material')",0.09523809523809523,0.17391304347826086
"('comparative', 'mediation')",0.06349206349206349,0.11940298507462686
"('comparative', 'memberOf')",0.09090909090909091,0.16666666666666666
"('comparative', 'participation')",0.11538461538461539,0.20689655172413793
"('comparative', 'participational')",0.0,0.0
"('comparative', 'subCollectionOf')",0.0,0.0
"('comparative', 'subQuantityOf')",0.0,0.0
"('comparative', 'termination')",0.2,0.3333333333333333
"('comparative', 'triggers')",0.0,0.0
"('componentOf', 'creation')",0.11904761904761904,0.2127659574468085
"('componentOf', 'derivation')",0.14814814814814814,0.25806451612903225
"('componentOf', 'externalDependence')",0.13043478260869565,0.23076923076923078
"('componentOf', 'historicalDependence')",0.15,0.2608695652173913
"('componentOf', 'instantiation')",0.20512820512820512,0.3404255319148936
"('componentOf', 'manifestation')",0.1891891891891892,0.3181818181818182
"('componentOf', 'material')",0.2982456140350877,0.4594594594594595
"('componentOf', 'mediation')",0.3013698630136986,0.4631578947368421
"('componentOf', 'memberOf')",0.2682926829268293,0.4230769230769231
"('componentOf', 'participation')",0.14,0.24561403508771928
"('componentOf', 'participational')",0.0,0.0
"('componentOf', 'subCollectionOf')",0.030303030303030304,0.058823529411764705
"('componentOf', 'subQuantityOf')",0.0,0.0
"('componentOf', 'termination')",0.030303030303030304,0.058823529411764705
"('componentOf', 'triggers')",0.025,0.04878048780487805
"('creation', 'derivation')",0.125,0.2222222222222222
"('creation', 'externalDependence')",0.20689655172413793,0.34285714285714286
"('creation', 'historicalDependence')",0.2608695652173913,0.41379310344827586
"('creation', 'instantiation')",0.30434782608695654,0.4666666666666667
"('creation', 'manifestation')",0.2857142857142857,0.4444444444444444
"('creation', 'material')",0.09615384615384616,0.17543859649122806
"('creation', 'mediation')",0.16417910447761194,0.28205128205128205
"('creation', 'memberOf')",0.16666666666666666,0.2857142857142857
"('creation', 'participation')",0.5384615384615384,0.7
"('creation', 'participational')",0.125,0.2222222222222222
"('creation', 'subCollectionOf')",0.0,0.0
"('creation', 'subQuantityOf')",0.0,0.0
"('creation', 'termination')",0.13333333333333333,0.23529411764705882
"('creation', 'triggers')",0.043478260869565216,0.08333333333333333
"('derivation', 'externalDependence')",0.08695652173913043,0.16
"('derivation', 'historicalDependence')",0.047619047619047616,0.09090909090909091
"('derivation', 'instantiation')",0.046511627906976744,0.08888888888888889
"('derivation', 'manifestation')",0.024390243902439025,0.047619047619047616
"('derivation', 'material')",0.46938775510204084,0.6388888888888888
"('derivation', 'mediation')",0.4307692307692308,0.6021505376344086
"('derivation', 'memberOf')",0.21951219512195122,0.36
"('derivation', 'participation')",0.12244897959183673,0.21818181818181817
"('derivation', 'participational')",0.0,0.0
"('derivation', 'subCollectionOf')",0.03225806451612903,0.0625
"('derivation', 'subQuantityOf')",0.0,0.0
"('derivation', 'termination')",0.03225806451612903,0.0625
"('derivation', 'triggers')",0.11428571428571428,0.20512820512820512
"('externalDependence', 'historicalDependence')",0.3076923076923077,0.47058823529411764
"('externalDependence', 'instantiation')",0.4583333333333333,0.6285714285714286
"('externalDependence', 'manifestation')",0.3333333333333333,0.5
"('externalDependence', 'material')",0.05084745762711865,0.0967741935483871
"('externalDependence', 'mediation')",0.2028985507246377,0.3373493975903614
"('externalDependence', 'memberOf')",0.17647058823529413,0.3
"('externalDependence', 'participation')",0.3235294117647059,0.4888888888888889
"('externalDependence', 'participational')",0.09523809523809523,0.17391304347826086
"('externalDependence', 'subCollectionOf')",0.0,0.0
"('externalDependence', 'subQuantityOf')",0.0,0.0
"('externalDependence', 'termination')",0.047619047619047616,0.09090909090909091
"('externalDependence', 'triggers')",0.20833333333333334,0.3448275862068966
"('historicalDependence', 'instantiation')",0.45,0.6206896551724138
"('historicalDependence', 'manifestation')",0.4444444444444444,0.6153846153846154
"('historicalDependence', 'material')",0.09803921568627451,0.17857142857142858
"('historicalDependence', 'mediation')",0.14925373134328357,0.2597402597402597
"('historicalDependence', 'memberOf')",0.13333333333333333,0.23529411764705882
"('historicalDependence', 'participation')",0.39285714285714285,0.5641025641025641
"('historicalDependence', 'participational')",0.13333333333333333,0.23529411764705882
"('historicalDependence', 'subCollectionOf')",0.0,0.0
"('historicalDependence', 'subQuantityOf')",0.0,0.0
"('historicalDependence', 'termination')",0.06666666666666667,0.125
"('historicalDependence', 'triggers')",0.2777777777777778,0.43478260869565216
"('instantiation', 'manifestation')",0.6875,0.8148148148148148
