Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
bringsAbout,23,0.3194444444444444,10,0.1388888888888889,0.008499630450849963,0.026041666666666668
characterization,279,3.875,46,0.6388888888888888,0.10310421286031042,0.11979166666666667
comparative,13,0.18055555555555555,4,0.05555555555555555,0.004804138950480414,0.010416666666666666
componentOf,117,1.625,22,0.3055555555555556,0.043237250554323724,0.057291666666666664
creation,43,0.5972222222222222,15,0.20833333333333334,0.015890613451589063,0.0390625
derivation,57,0.7916666666666666,24,0.3333333333333333,0.02106430155210643,0.0625
externalDependence,63,0.875,18,0.25,0.02328159645232816,0.046875
historicalDependence,30,0.4166666666666667,13,0.18055555555555555,0.011086474501108648,0.033854166666666664
instantiation,61,0.8472222222222222,14,0.19444444444444445,0.02254249815225425,0.036458333333333336
manifestation,31,0.4305555555555556,11,0.1527777777777778,0.011456023651145602,0.028645833333333332
material,225,3.125,29,0.4027777777777778,0.08314855875831485,0.07552083333333333
mediation,393,5.458333333333333,49,0.6805555555555556,0.14523281596452328,0.12760416666666666
memberOf,36,0.5,14,0.19444444444444445,0.013303769401330377,0.036458333333333336
participation,131,1.8194444444444444,23,0.3194444444444444,0.04841093865484109,0.059895833333333336
participational,9,0.125,3,0.041666666666666664,0.0033259423503325942,0.0078125
subCollectionOf,0,0.0,0,0.0,0.0,0.0
subQuantityOf,0,0.0,0,0.0,0.0,0.0
termination,3,0.041666666666666664,2,0.027777777777777776,0.0011086474501108647,0.005208333333333333
triggers,13,0.18055555555555555,8,0.1111111111111111,0.004804138950480414,0.020833333333333332
none,1056,14.666666666666666,62,0.8611111111111112,0.3902439024390244,0.16145833333333334
other,123,1.7083333333333333,17,0.2361111111111111,0.045454545454545456,0.044270833333333336
