Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.5370165745856353,2,0.2927461139896373
20.0,4,0.7226519337016575,4,0.48704663212435234
30.0,6,0.8162062615101289,6,0.6088082901554405
40.0,8,0.8825046040515654,8,0.7124352331606217
50.0,10,0.9259668508287293,10,0.7953367875647669
60.0,12,0.9550644567219153,12,0.8678756476683938
70.0,14,0.9775322283609577,14,0.9300518134715026
80.0,16,0.990791896869245,16,0.9766839378238342
90.0,18,0.9988950276243094,18,0.9948186528497409
100.0,21,1.0,21,1.0
