Stereotype,category,collective,datatype,event,kind,mixin,mode,phase,quality,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation
role,-0.009730660903997997,0.059289246455505686,-0.05365326267617732,-0.1405685726040455,0.48176130926368294,0.24000009315148355,0.08858705156156375,0.21212202348730286,0.13538351170785567,0.14203295688024792,1.0,0.021508129737137966,-0.19489355265752695,0.033698482456448874,-0.12285880778411191,-0.28731589261669055,-0.020471588708179188,-0.01896285770304752,-0.06026892658426202,0.1739280873280104,-0.07158702185845892,-0.2593563302436766,-0.2329312567986343,-0.12901375174725851,0.1176239487190193,0.1014211905127385,0.030956549992847096,-0.271482339033105
roleMixin,0.25075356498688345,-0.062118099353251445,-0.08247647568524145,0.25014470855589505,-0.1809671140428568,0.12613528117095907,0.2667683834227398,0.012482724781892435,0.06593282100521948,0.14094877519420265,0.021508129737137966,1.0,0.10548468457207291,-0.005558970560356962,0.278837083882361,0.15280563773490577,0.14400642644971995,-0.011803429834298754,0.2072867214832363,-0.019246494099275417,0.32777206880211307,0.18031696368197445,0.2622177026762939,0.18242033355768628,-0.056131516123831944,0.1579933506218993,-0.014772825636151576,0.16337911062772983
situation,0.16305409495504733,-0.2596238997478432,0.19968184604007583,0.5235935054630373,-0.21468807419901287,-0.059630733912704806,-0.06179921569121183,-0.04860902470896226,0.22538196284587772,-0.1219561281083279,-0.19489355265752695,0.10548468457207291,1.0,-0.13211491773701642,0.08895914676754677,0.7281441518114216,0.19522428815602172,-0.09300162719109785,0.09253628236475217,0.08859813838292017,0.08895914676754677,0.25357554394829357,0.16310351927600203,0.22116477930768677,0.07400712604695471,-0.13388172100663456,-0.09963424437965238,0.4356215749453285
subkind,0.2691025683329034,0.21061641088524635,0.05939566942817363,-0.010633527308849448,0.37904738388466347,-0.07651301417479452,0.18632708041103146,0.34268174962010295,0.12272535649175868,0.14773690331348618,0.033698482456448874,-0.005558970560356962,-0.13211491773701642,1.0,-0.00800100018753907,0.014755645476111152,0.057221911521882295,0.24207280806752338,-0.09598830130775071,-0.01042395048114086,-0.11401425267243176,-0.05547557634877001,-0.03648678119885261,-0.032109778904864814,0.1392044546138226,0.17073747119092503,0.15101887853979995,-0.13134721466585386
type,0.22807407537405283,0.016074760739013736,0.0627782711473662,0.2976282826293353,-0.26046511627906976,0.06608271381079535,0.21020677704009152,-0.0638646782956763,0.2538762071527879,-0.10546095949437724,-0.12285880778411191,0.278837083882361,0.08895914676754677,-0.00800100018753907,1.0,0.23122741560118612,0.2141680186193437,0.10306430108012123,0.28846406563904203,-0.19592961208734339,0.5069767441860465,0.45283265927341937,0.8418973861410954,0.6648018409363452,-0.14417263572738165,-0.1120981412900506,-0.047674418604651166,0.35685968840610494
bringsAbout,0.2338340492167456,-0.1890436242718668,0.14131232880601693,0.3812515489293522,-0.23122741560118612,-0.05706353193852715,0.07654743912221673,-0.028361942260881005,0.26999457429932683,-0.08506485146570852,-0.28731589261669055,0.15280563773490577,0.7281441518114216,0.014755645476111152,0.23122741560118612,1.0,0.25956480745398847,0.045770272933330525,0.1281052593127583,-0.0077741994302736464,0.23122741560118612,0.4154616690701105,0.30561058594220114,0.3665813590958222,0.10381891142981432,-0.11085747348165124,-0.0850320173501136,0.5396336183760562
characterization,0.3223723047882543,0.12430831556747918,0.04294109424583882,0.15862378876565725,-0.020961125226574066,0.13446321855011928,0.4841851920567577,0.023102226353318978,0.5333534423493435,0.27170250093093073,-0.020471588708179188,0.14400642644971995,0.19522428815602172,0.057221911521882295,0.2141680186193437,0.25956480745398847,1.0,0.25087804302298455,0.11253233734905374,0.048285128498174394,0.35907318866392096,0.2011529544684668,0.2751927158808678,0.27796709185441726,0.10862320585556355,0.3748627909439761,0.11756457192295888,0.30237157840738177
componentOf,0.23175955225964906,0.21554533891146846,0.137163686528586,-0.13190185900273765,0.15955146609518767,0.009747660842063181,0.1290828512668776,0.13481760963453063,-0.007320761336296776,0.054284214001990155,-0.01896285770304752,-0.011803429834298754,-0.09300162719109785,0.24207280806752338,0.10306430108012123,0.045770272933330525,0.25087804302298455,1.0,0.02781075823199133,-0.048201410846432015,-0.001982005790002331,0.10764876920880496,0.2046871805874562,0.2190471604934023,0.18153484418733062,0.10031389303604894,0.26063376138530653,-0.026486503510307565
creation,-0.010941023812191582,0.029472517928975078,0.0019219222685608929,0.45488541286309947,-0.011747405388015286,-0.09557784332743721,0.08140221458513287,-0.03915377339892205,0.043390363237175794,-0.011135041693905707,-0.06026892658426202,0.2072867214832363,0.09253628236475217,-0.09598830130775071,0.28846406563904203,0.1281052593127583,0.11253233734905374,0.02781075823199133,1.0,0.04534780159009572,0.21928490057628533,0.32128122120254626,0.37875457875457874,0.36748868117618483,-0.05220583448256127,0.10014250132990801,0.15010573551352865,0.6670412731272115
derivation,-0.061798754954916,0.04560853668065128,0.0029741626587270107,-0.012726460093801758,0.3029839362175413,-0.030905754998184355,0.04145828901369479,0.07509773599206265,-0.06465941446363695,0.31923449121733394,0.1739280873280104,-0.019246494099275417,0.08859813838292017,-0.01042395048114086,-0.19592961208734339,-0.0077741994302736464,0.048285128498174394,-0.048201410846432015,0.04534780159009572,1.0,-0.08887528795714546,-0.12137744181835836,-0.13490970973053476,-0.15838415914748716,0.4758425067917339,0.4129825940098885,0.17876052236834938,-0.05305482838361476
externalDependence,0.12475846858067847,0.016074760739013736,0.002282846223540589,0.2976282826293353,-0.26046511627906976,-0.06862435664967209,0.3075077306045007,-0.11593895444445851,0.20329185008851064,0.06056173911558298,-0.07158702185845892,0.32777206880211307,0.08895914676754677,-0.11401425267243176,0.5069767441860465,0.23122741560118612,0.35907318866392096,-0.001982005790002331,0.21928490057628533,-0.08887528795714546,1.0,0.3816156535123178,0.5651807258900687,0.4365005607875787,-0.2427681156441717,0.08594190832237213,0.1372093023255814,0.35685968840610494
historicalDependence,0.148675801566703,0.11145564251507056,0.2255532370607385,0.3248893721471076,-0.31039864775121623,0.06902218064991945,0.051977286493997965,-0.02157283715208825,0.18198290816576906,0.03619910984587427,-0.2593563302436766,0.18031696368197445,0.25357554394829357,-0.05547557634877001,0.45283265927341937,0.4154616690701105,0.2011529544684668,0.10764876920880496,0.32128122120254626,-0.12137744181835836,0.3816156535123178,1.0,0.5611108651988133,0.5641523887327573,-0.031171336959708095,0.08096265115204702,0.09674763046791156,0.5052655794016532
instantiation,0.16302125480165458,0.029472517928975078,0.0698298424243791,0.2914350611224603,-0.21928490057628533,0.05563486402641868,0.136013826901741,-0.03915377339892205,0.27052016586140465,-0.07325685324937965,-0.2329312567986343,0.2622177026762939,0.16310351927600203,-0.03648678119885261,0.8418973861410954,0.30561058594220114,0.2751927158808678,0.2046871805874562,0.37875457875457874,-0.13490970973053476,0.5651807258900687,0.5611108651988133,1.0,0.7946136834204347,-0.16288220358559113,-0.011010432083393027,0.011747405388015286,0.47577064656774054
manifestation,0.11794942139932893,0.011909826683508273,-0.10289142824317339,0.34038232987079337,-0.2081992806388122,0.18203386447905476,0.1677577606417203,-0.0473174849721704,0.2380682107247712,-0.06446886471798942,-0.12901375174725851,0.18242033355768628,0.22116477930768677,-0.032109778904864814,0.6648018409363452,0.3665813590958222,0.27796709185441726,0.2190471604934023,0.36748868117618483,-0.15838415914748716,0.4365005607875787,0.5641523887327573,0.7946136834204347,1.0,-0.10681783274386944,-0.021916966313157808,0.055998427206301216,0.5028593488592381
material,0.06081409657091598,0.0497199683211185,-0.015521910488577735,-0.024174325672916924,0.34136359556096174,0.08945750668694888,0.1079389420801932,0.08016727752453925,-0.026721325690128896,0.20797890284964118,0.1176239487190193,-0.056131516123831944,0.07400712604695471,0.1392044546138226,-0.14417263572738165,0.10381891142981432,0.10862320585556355,0.18153484418733062,-0.05220583448256127,0.4758425067917339,-0.2427681156441717,-0.031171336959708095,-0.16288220358559113,-0.10681783274386944,1.0,0.28694455042760764,0.15161380402298846,-0.08658132414539602
mediation,0.035236129385024476,0.2130806821621664,-0.04263980713421399,-0.10998859309346419,0.21111816609626197,0.11842901908745984,0.2263941619312289,0.15747292303759233,0.13456530571156422,0.6916344565065204,0.1014211905127385,0.1579933506218993,-0.13388172100663456,0.17073747119092503,-0.1120981412900506,-0.11085747348165124,0.3748627909439761,0.10031389303604894,0.10014250132990801,0.4129825940098885,0.08594190832237213,0.08096265115204702,-0.011010432083393027,-0.021916966313157808,0.28694455042760764,1.0,0.28398195793479486,0.07619248634889587
memberOf,-0.030214941609383067,0.6976446160731962,0.1232736960711918,0.05494675987003112,0.10930232558139535,-0.0012708214194383722,0.16155630025788692,0.14443242629945255,-0.15079864936143042,0.1712435381888898,0.030956549992847096,-0.014772825636151576,-0.09963424437965238,0.15101887853979995,-0.047674418604651166,-0.0850320173501136,0.11756457192295888,0.26063376138530653,0.15010573551352865,0.17876052236834938,0.1372093023255814,0.09674763046791156,0.011747405388015286,0.055998427206301216,0.15161380402298846,0.28398195793479486,1.0,0.12966973662804415
participation,0.09611596992180603,0.057777777777777775,0.1141374353642886,0.5777181336551057,-0.24326471251707454,-0.048019771876630944,0.05160511805026638,-0.037579169555650244,0.24585207987231814,0.018765349848891562,-0.271482339033105,0.16337911062772983,0.4356215749453285,-0.13134721466585386,0.35685968840610494,0.5396336183760562,0.30237157840738177,-0.026486503510307565,0.6670412731272115,-0.05305482838361476,0.35685968840610494,0.5052655794016532,0.47577064656774054,0.5028593488592381,-0.08658132414539602,0.07619248634889587,0.12966973662804415,1.0
