Stereotype,bringsAbout,characterization,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation
bringsAbout,1.0,0.25587048475710744,0.07556411280979083,0.10701104883047226,-0.03676436149533187,0.15046592129065395,0.36357140470301097,0.23763266916371364,0.3035913685792962,0.18881518728490054,-0.23648062992922736,-0.10290572647573937,0.5013670573218887
characterization,0.25587048475710744,1.0,0.22199256719366384,0.043963980845919313,-0.09686269552519597,0.37124155498859146,0.20193378517538316,0.2755008925975905,0.36164161490378627,0.17919909111031648,0.1239855428507437,0.012844109064026825,0.20777074126481945
componentOf,0.07556411280979083,0.22199256719366384,1.0,0.04588206841577176,-0.1267345479212745,0.05896746732836542,0.10398178225805933,0.24609155523362028,0.2303888697655812,0.2620561607737652,0.27011864598375107,0.2706569765407378,-0.0032492283207093305
creation,0.10701104883047226,0.043963980845919313,0.04588206841577176,1.0,0.04119117537483499,0.17775280103039048,0.3100544330973197,0.3563344872688732,0.39629119828236076,-0.0349593888875771,0.11306700319041305,0.19275934729594224,0.6372296978095555
derivation,-0.03676436149533187,-0.09686269552519597,-0.1267345479212745,0.04119117537483499,1.0,-0.11621463394735826,-0.16158138117016904,-0.20727246449410064,-0.22400598804723934,0.34072480059758786,0.25895876851234023,0.1510816305077488,-0.09880895020542033
externalDependence,0.15046592129065395,0.37124155498859146,0.05896746732836542,0.17775280103039048,-0.11621463394735826,1.0,0.2986403437230241,0.48266237955587077,0.3991916158434239,-0.2932464329534438,0.04945651264496671,0.12450418673708874,0.23145516214312123
historicalDependence,0.36357140470301097,0.20193378517538316,0.10398178225805933,0.3100544330973197,-0.16158138117016904,0.2986403437230241,1.0,0.5286562105327373,0.5068948093503841,-0.001747356484102454,0.03444781301378719,0.12038412361362541,0.5492212885698611
instantiation,0.23763266916371364,0.2755008925975905,0.24609155523362028,0.3563344872688732,-0.20727246449410064,0.48266237955587077,0.5286562105327373,1.0,0.7672228271179334,-0.16280157973852455,0.03275728920842048,0.02851480262126826,0.4848579541457002
manifestation,0.3035913685792962,0.36164161490378627,0.2303888697655812,0.39629119828236076,-0.22400598804723934,0.3991916158434239,0.5068948093503841,0.7672228271179334,1.0,-0.1134873026030475,-0.004782062309538328,0.055253070639771355,0.563892348203586
material,0.18881518728490054,0.17919909111031648,0.2620561607737652,-0.0349593888875771,0.34072480059758786,-0.2932464329534438,-0.001747356484102454,-0.16280157973852455,-0.1134873026030475,1.0,0.3281837327934593,0.2065986448085547,-0.05303009206840041
mediation,-0.23648062992922736,0.1239855428507437,0.27011864598375107,0.11306700319041305,0.25895876851234023,0.04945651264496671,0.03444781301378719,0.03275728920842048,-0.004782062309538328,0.3281837327934593,1.0,0.3669066656963179,-0.10234137578159874
memberOf,-0.10290572647573937,0.012844109064026825,0.2706569765407378,0.19275934729594224,0.1510816305077488,0.12450418673708874,0.12038412361362541,0.02851480262126826,0.055253070639771355,0.2065986448085547,0.3669066656963179,1.0,0.14129777897314375
participation,0.5013670573218887,0.20777074126481945,-0.0032492283207093305,0.6372296978095555,-0.09880895020542033,0.23145516214312123,0.5492212885698611,0.4848579541457002,0.563892348203586,-0.05303009206840041,-0.10234137578159874,0.14129777897314375,1.0
