Stereotype,x_value,y_value,quadrant
bringsAbout,0.0071377587437544,0.0244399185336048,Q3
characterization,0.0951701165833928,0.1160896130346232,Q1
comparative,0.0052343564120866,0.010183299389002,Q3
componentOf,0.0554365929098263,0.065173116089613,Q1
creation,0.0142755174875089,0.0366598778004073,Q2
derivation,0.025220080894599,0.0610997963340122,Q1
externalDependence,0.0164168451106352,0.0407331975560081,Q1
historicalDependence,0.0104687128241732,0.0325865580448065,Q3
instantiation,0.0164168451106352,0.0346232179226069,Q4
manifestation,0.0080894599095883,0.0244399185336048,Q3
material,0.0773257197240066,0.0773930753564154,Q1
mediation,0.152510111824887,0.1262729124236252,Q1
memberOf,0.0173685462764691,0.0427698574338085,Q1
participation,0.0492505353319057,0.0570264765784114,Q1
participational,0.0040447299547941,0.0081466395112016,Q3
subCollectionOf,0.0019034023316678,0.0040733197556008,Q3
subQuantityOf,0.0026171782060433,0.0040733197556008,Q3
termination,0.0011896264572924,0.0061099796334012,Q3
triggers,0.0038068046633357,0.020366598778004,Q3
other,0.0387818225077325,0.0427698574338085,Q1
none,0.397335236735665,0.164969450101833,Q1
