Stereotype,x_value,y_value,quadrant
bringsAbout,0.3260869565217391,0.0244399185336048,Q3
characterization,4.3478260869565215,0.1160896130346232,Q1
comparative,0.2391304347826087,0.010183299389002,Q3
componentOf,2.532608695652174,0.065173116089613,Q1
creation,0.6521739130434783,0.0366598778004073,Q2
derivation,1.1521739130434785,0.0610997963340122,Q1
externalDependence,0.75,0.0407331975560081,Q1
historicalDependence,0.4782608695652174,0.0325865580448065,Q3
instantiation,0.75,0.0346232179226069,Q4
manifestation,0.3695652173913043,0.0244399185336048,Q3
material,3.532608695652174,0.0773930753564154,Q1
mediation,6.967391304347826,0.1262729124236252,Q1
memberOf,0.7934782608695652,0.0427698574338085,Q1
participation,2.25,0.0570264765784114,Q1
participational,0.1847826086956521,0.0081466395112016,Q3
subCollectionOf,0.0869565217391304,0.0040733197556008,Q3
subQuantityOf,0.1195652173913043,0.0040733197556008,Q3
termination,0.0543478260869565,0.0061099796334012,Q3
triggers,0.1739130434782608,0.020366598778004,Q3
other,1.7717391304347827,0.0427698574338085,Q1
none,18.15217391304348,0.164969450101833,Q1
