Stereotype,DistanceFromOrigin,Rank
none,81.0047848303199,1
mediation,62.003662462714004,2
characterization,57.00336710281772,3
material,38.00224473521181,4
componentOf,32.00189030333626,5
derivation,30.001772159377747,6
participation,28.00165401541923,7
memberOf,21.001240511564422,8
other,21.001240511564422,8
externalDependence,20.001181439585164,9
creation,18.001063295626647,10
instantiation,17.00100422364739,11
historicalDependence,16.00094515166813,12
bringsAbout,12.000708863751099,13
manifestation,12.000708863751099,13
triggers,10.000590719792582,14
comparative,5.000295359896291,15
participational,4.000236287917033,16
termination,3.0001772159377746,17
subCollectionOf,2.0001181439585163,18
subQuantityOf,2.0001181439585163,18
