Stereotype,DistanceFromOrigin,Rank
none,1670.0000081481796,1
mediation,641.0000124374792,2
characterization,400.00001684599744,3
material,325.00000921490465,4
componentOf,233.00000911488192,5
participation,207.00000785511827,6
other,163.00000561122906,7
derivation,106.00001760936227,8
memberOf,73.00001252918183,9
externalDependence,69.0000120231394,10
instantiation,69.00000868671843,11
creation,60.00001119955429,12
historicalDependence,44.00001206685931,13
manifestation,34.000008783963835,14
bringsAbout,30.000009955158646,15
comparative,22.000002356808658,16
participational,17.000001951992104,17
triggers,16.000012962443055,18
subQuantityOf,11.000000754178785,19
subCollectionOf,8.000001036995798,20
termination,5.000003733183719,21
