Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
abstract,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
category,0.0,2.092908793517727,0.5683089114679604,0.2642516586560247,0.2494960223532062,0.7712593238562513,0.0,0.0,1.2441806238833857,0.5232491416256924,1.0390647397046726,0.6114332750688928,0.0,0.27284498430866533,0.3897472695590257,1.1083813544413088,1.207699193327599,1.008928564337427,0.2624300410496574,1.1798926312150584,0.6832906302140582,0.12169240267806222,0.8877856574538944,0.12169240267806222,0.7347778933004647,0.0,0.5156893703011572,0.18945837330169796,0.12169240267806222,0.12169240267806222,0.12169240267806222,0.8485199418374055,1.0651973215723867,0.5713149272872181,0.17153223768381232,0.0,0.25843807692138493,0.19242236263942775,0.0,0.12169240267806222
collective,0.0,0.5683089114679604,1.0889713922251552,0.3098048748429043,0.1509966634332916,0.17980246494010751,0.0,0.0,0.6351817858673157,0.3954764388114589,0.5794187738192363,0.260885410674086,0.0,0.11451523287750501,0.2714906543864014,0.6062419263615703,0.6649639135495202,0.49423457756298717,0.064724336034922,0.6040270778990856,0.4051346050195972,0.010149919339811422,0.47356317669242354,0.12169240267806192,0.5680417253430273,0.0,0.3299317356738586,0.07791588996344749,0.010149919339811422,0.010149919339811422,0.010149919339811422,0.41657938540323425,0.5819973449485092,0.618689761080465,0.05998975434556207,0.0,0.37087899646841194,0.13113099785076804,0.0,0.010149919339811422
datatype,0.0,0.2642516586560247,0.3098048748429043,0.5958577356022943,0.0834343133627694,0.15531235147479971,0.0,0.0,0.3267180337179844,0.3086649917610813,0.312615122174155,0.12000378099038073,0.0,0.0834343133627694,0.20809135561152922,0.29812030424867086,0.3303612689307188,0.16989368810270072,0.08240075903466329,0.3729326861987231,0.17640728559739333,0.00458857240038528,0.25734386714695784,0.07144128412847145,0.33275691961051634,0.0,0.06588765583897427,0.014187423618149578,0.00458857240038528,0.00458857240038528,0.00458857240038528,0.14693991918746613,0.24145866158078702,0.19853896556917738,0.009314864354107874,0.0,0.13368543191235993,0.009314864354107874,0.0,0.00458857240038528
enumeration,0.0,0.2494960223532062,0.1509966634332916,0.0834343133627694,0.48242147980666217,0.11483895679074033,0.0,0.0,0.352087063183687,0.19522873596544935,0.27214172749009613,0.14186703030536735,0.0,0.1286674140721895,0.24739131692891742,0.2874290372468161,0.2913394585844833,0.22744105190952713,0.0834343133627694,0.2594964304030906,0.1390444780238262,0.002968499821334833,0.28744069405687744,0.002968499821334833,0.2886372785515201,0.0,0.14479435709085473,0.009169405777979922,0.002968499821334833,0.002968499821334833,0.002968499821334833,0.22744105190952724,0.3164946532063959,0.15099666343329157,0.0060232457322224875,0.0,0.1286674140721895,0.12394957833229085,0.0,0.002968499821334833
event,0.0,0.7712593238562513,0.17980246494010751,0.15531235147479971,0.11483895679074033,1.688339855459884,0.0,0.0,0.775590879282148,0.3495702085711482,0.8184294826750848,0.3954115283437901,0.0,0.21932066381488377,0.19708142909168158,0.8497381386066116,0.9192237979691078,0.9192649433242912,0.5456066170527042,0.9715005339299518,0.54836637852666,0.12169240267806225,0.6396110244366986,0.014640750528297192,0.47719303094747384,0.0,0.30581778544611543,0.18290895825111422,0.12169240267806225,0.12169240267806225,0.12169240267806225,0.6485987131906588,0.6241469529587569,0.25611347190737027,0.20619205063323176,0.0,0.16509007534033088,0.1356218290392533,0.0,0.12169240267806225
historicalRole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historicalRoleMixin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kind,0.0,1.2441806238833857,0.6351817858673157,0.3267180337179844,0.352087063183687,0.775590879282148,0.0,0.0,2.39650430854657,0.4316110040209882,0.9622546435754784,0.5563545230936771,0.0,0.1857424019347443,0.33200568077907977,1.3252443203647744,1.4521015352386724,0.9380545069571538,0.19155598366938398,1.343919596857905,0.4848710377467247,0.03907427471523858,0.9066501649982559,0.050551159172855964,1.0536726357346367,0.0,0.708018976056273,0.10531070592734937,0.03907427471523858,0.03907427471523858,0.03907427471523858,1.1480010357236945,1.1636739412603139,0.5101461885997849,0.08073531927747139,0.0,0.33831737518988303,0.17153223768381237,0.0,0.03907427471523858
mixin,0.0,0.5232491416256924,0.3954764388114589,0.3086649917610813,0.19522873596544935,0.3495702085711482,0.0,0.0,0.4316110040209882,0.9218820409346143,0.6386394275064748,0.41953398954547816,0.0,0.22202594745977808,0.3910009688660958,0.630501782418141,0.7621866307176641,0.4711426069134187,0.12104906020076601,0.5787490276891374,0.5526827094793039,0.007222592554324003,0.5833681724792782,0.121692402678062,0.5103966657198462,0.0,0.29260577909506535,0.02236902201115709,0.007222592554324003,0.007222592554324003,0.007222592554324003,0.4729642245197858,0.6177340854626974,0.41636656376707437,0.01467391046557491,0.0,0.2544219090832186,0.24267348118901869,0.0,0.007222592554324003
