Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,0,0.0,0,0.0,0.0,0.0
category,312,8.0,27,0.6923076923076923,0.037813598351714946,0.07458563535911603
collective,70,1.794871794871795,12,0.3076923076923077,0.008483820143012967,0.03314917127071823
datatype,10,0.2564102564102564,6,0.15384615384615385,0.0012119743061447098,0.016574585635359115
enumeration,25,0.6410256410256411,4,0.10256410256410256,0.0030299357653617745,0.011049723756906077
event,154,3.948717948717949,16,0.41025641025641024,0.01866440431462853,0.04419889502762431
historicalRole,0,0.0,0,0.0,0.0,0.0
historicalRoleMixin,0,0.0,0,0.0,0.0,0.0
kind,708,18.153846153846153,29,0.7435897435897436,0.08580778087504545,0.08011049723756906
mixin,68,1.7435897435897436,9,0.23076923076923078,0.008241425281784027,0.024861878453038673
mode,296,7.589743589743589,17,0.4358974358974359,0.03587443946188341,0.04696132596685083
phase,137,3.5128205128205128,9,0.23076923076923078,0.016604047994182525,0.024861878453038673
phaseMixin,0,0.0,0,0.0,0.0,0.0
quality,13,0.3333333333333333,4,0.10256410256410256,0.0015755665979881226,0.011049723756906077
quantity,33,0.8461538461538461,5,0.1282051282051282,0.003999515210277542,0.013812154696132596
relator,935,23.974358974358974,28,0.717948717948718,0.11331959762453037,0.07734806629834254
role,1445,37.05128205128205,26,0.6666666666666666,0.17513028723791055,0.0718232044198895
roleMixin,342,8.76923076923077,19,0.48717948717948717,0.04144952127014907,0.052486187845303865
situation,17,0.4358974358974359,6,0.15384615384615385,0.0020603563204460067,0.016574585635359115
subkind,1059,27.153846153846153,27,0.6923076923076923,0.12834807902072476,0.07458563535911603
type,139,3.5641025641025643,8,0.20512820512820512,0.016846442855411464,0.022099447513812154
bringsAbout,3,0.07692307692307693,1,0.02564102564102564,0.0003635922918434129,0.0027624309392265192
characterization,176,4.512820512820513,15,0.38461538461538464,0.021330747788146892,0.04143646408839779
comparative,15,0.38461538461538464,1,0.02564102564102564,0.0018179614592170646,0.0027624309392265192
componentOf,328,8.41025641025641,16,0.41025641025641024,0.03975275724154648,0.04419889502762431
creation,0,0.0,0,0.0,0.0,0.0
derivation,119,3.051282051282051,10,0.2564102564102564,0.014422494243122046,0.027624309392265192
externalDependence,10,0.2564102564102564,3,0.07692307692307693,0.0012119743061447098,0.008287292817679558
historicalDependence,5,0.1282051282051282,1,0.02564102564102564,0.0006059871530723549,0.0027624309392265192
instantiation,2,0.05128205128205128,1,0.02564102564102564,0.00024239486122894195,0.0027624309392265192
manifestation,3,0.07692307692307693,1,0.02564102564102564,0.0003635922918434129,0.0027624309392265192
material,312,8.0,19,0.48717948717948717,0.037813598351714946,0.052486187845303865
mediation,1342,34.41025641025641,21,0.5384615384615384,0.16264695188462006,0.058011049723756904
memberOf,134,3.4358974358974357,12,0.3076923076923077,0.01624045570233911,0.03314917127071823
participation,15,0.38461538461538464,2,0.05128205128205128,0.0018179614592170646,0.0055248618784530384
participational,0,0.0,0,0.0,0.0,0.0
subCollectionOf,19,0.48717948717948717,4,0.10256410256410256,0.0023027511816749485,0.011049723756906077
subQuantityOf,3,0.07692307692307693,2,0.05128205128205128,0.0003635922918434129,0.0055248618784530384
termination,0,0.0,0,0.0,0.0,0.0
triggers,2,0.05128205128205128,1,0.02564102564102564,0.00024239486122894195,0.0027624309392265192
