Stereotype,Group-wise Frequency,Group-wise Rank,Cumulative Group-wise Frequency,Group-wise Cumulative Percentage
mediation,36,1,36,26.865671641791046
material,28,2,64,47.76119402985074
derivation,21,3,85,63.43283582089553
componentOf,18,4,103,76.86567164179104
memberOf,17,5,120,89.55223880597015
characterization,9,6,129,96.26865671641791
subCollectionOf,4,7,133,99.25373134328358
comparative,1,8,134,100.0
bringsAbout,0,9,134,100.0
externalDependence,0,10,134,100.0
creation,0,11,134,100.0
manifestation,0,12,134,100.0
instantiation,0,13,134,100.0
historicalDependence,0,14,134,100.0
participation,0,15,134,100.0
participational,0,16,134,100.0
subQuantityOf,0,17,134,100.0
termination,0,18,134,100.0
triggers,0,19,134,100.0
