Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,0.0,0.0,0.0
characterization,3.0849624877369006,0.8125,0.125
comparative,0.0,0.975,1.0
componentOf,3.8192080996615485,0.7173076923076923,0.07969902841697712
creation,0.0,0.0,0.0
derivation,3.9665809543462074,0.6954918032786885,0.07981725342649826
externalDependence,0.0,0.0,0.0
historicalDependence,0.0,0.0,0.0
instantiation,0.0,0.0,0.0
manifestation,0.0,0.0,0.0
material,4.449865671480271,0.5710176991150443,0.055681729187876894
mediation,4.775764168089821,0.4603887399463807,0.04639579095659424
memberOf,3.563445368886641,0.7681372549019608,0.11188004613610149
participation,0.0,0.0,0.0
participational,0.0,0.0,0.0
subCollectionOf,1.95006375066543,0.9134615384615384,0.26627218934911245
subQuantityOf,0.0,0.0,0.0
termination,0.0,0.0,0.0
triggers,0.0,0.0,0.0
