Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
bringsAbout,,,,,,,,,,,,,,,,,,,
characterization,,1.0,0.26649811911500565,0.12078348703374449,,-0.13935236201270776,,,,,-0.32674619981654235,-0.2754115089280937,0.07482416855375007,,,-0.17803777088071687,,,
comparative,,0.26649811911500565,1.0,0.2206047297106573,,-0.15519195100399583,,,,,-0.19781071392909166,-0.11857433809951218,0.1084372445160066,,,-0.05329284614954761,,,
componentOf,,0.12078348703374449,0.2206047297106573,1.0,,-0.13823449095691331,,,,,-0.17065969879015308,-0.17113101479862117,0.2077305144000323,,,0.15533985744563591,,,
creation,,,,,,,,,,,,,,,,,,,
derivation,,-0.13935236201270776,-0.15519195100399583,-0.13823449095691331,,1.0,,,,,0.7694040082260412,0.4402008004006155,-0.043642709415985095,,,0.1817247379393901,,,
externalDependence,,,,,,,,,,,,,,,,,,,
historicalDependence,,,,,,,,,,,,,,,,,,,
instantiation,,,,,,,,,,,,,,,,,,,
manifestation,,,,,,,,,,,,,,,,,,,
material,,-0.32674619981654235,-0.19781071392909166,-0.17065969879015308,,0.7694040082260412,,,,,1.0,0.44829755663044746,-0.06412853223852544,,,0.19794998047102066,,,
mediation,,-0.2754115089280937,-0.11857433809951218,-0.17113101479862117,,0.4402008004006155,,,,,0.44829755663044746,1.0,-0.002844399546637169,,,0.020839301727892296,,,
memberOf,,0.07482416855375007,0.1084372445160066,0.2077305144000323,,-0.043642709415985095,,,,,-0.06412853223852544,-0.002844399546637169,1.0,,,-0.09709375337063095,,,
participation,,,,,,,,,,,,,,,,,,,
participational,,,,,,,,,,,,,,,,,,,
subCollectionOf,,-0.17803777088071687,-0.05329284614954761,0.15533985744563591,,0.1817247379393901,,,,,0.19794998047102066,0.020839301727892296,-0.09709375337063095,,,1.0,,,
subQuantityOf,,,,,,,,,,,,,,,,,,,
termination,,,,,,,,,,,,,,,,,,,
triggers,,,,,,,,,,,,,,,,,,,
