Stereotype,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
bringsAbout,,,,,,,,,,,,,,,,,,,
characterization,,1.0,0.15544912099949845,0.40830069944202313,,0.21710420368107755,0.4075991462558073,,,,0.11507368339840207,0.667188035468073,0.4853663418930348,0.23317368149924766,,0.15876527212720676,0.4140281548718295,,
comparative,,0.15544912099949845,1.0,0.1858333711487273,,-0.12418325608727199,-0.05140163693778032,,,,-0.011886883216135182,0.17993072139588673,0.34743961448615174,-0.03571428571428571,,-0.07533357001388678,-0.05140163693778032,,
componentOf,,0.40830069944202313,0.1858333711487273,1.0,,0.40420510879969856,0.05226228034439396,,,,0.35475704251522544,0.48426191940318725,0.6497690427246803,-0.161055588328897,,0.3991946891766349,0.4303952498950091,,
creation,,,,,,,,,,,,,,,,,,,
derivation,,0.21710420368107755,-0.12418325608727199,0.40420510879969856,,1.0,0.02259807556425288,,,,0.6633747289554919,0.5583641540949775,0.4083945773778626,-0.12418325608727199,,0.38739714914853535,0.4505919309478302,,
externalDependence,,0.4075991462558073,-0.05140163693778032,0.05226228034439396,,0.02259807556425288,1.0,,,,-0.1498437715995708,0.15359276238115452,0.2500255089026734,0.7196229171289245,,-0.10842352682225855,-0.07397959183673469,,
historicalDependence,,,,,,,,,,,,,,,,,,,
instantiation,,,,,,,,,,,,,,,,,,,
manifestation,,,,,,,,,,,,,,,,,,,
material,,0.11507368339840207,-0.011886883216135182,0.35475704251522544,,0.6633747289554919,-0.1498437715995708,,,,1.0,0.4949268170907047,0.36746910331629595,-0.1901901314581629,,0.2611100099043209,0.44599169814675405,,
mediation,,0.667188035468073,0.17993072139588673,0.48426191940318725,,0.5583641540949775,0.15359276238115452,,,,0.4949268170907047,1.0,0.5797594750846069,0.07197228855835469,,0.2394997107440476,0.45006251302384814,,
memberOf,,0.4853663418930348,0.34743961448615174,0.6497690427246803,,0.4083945773778626,0.2500255089026734,,,,0.36746910331629595,0.5797594750846069,1.0,0.17371980724307587,,0.6463625923970692,0.47352311235148226,,
participation,,0.23317368149924766,-0.03571428571428571,-0.161055588328897,,-0.12418325608727199,0.7196229171289245,,,,-0.1901901314581629,0.07197228855835469,0.17371980724307587,1.0,,-0.07533357001388678,-0.05140163693778032,,
participational,,,,,,,,,,,,,,,,,,,
subCollectionOf,,0.15876527212720676,-0.07533357001388678,0.3991946891766349,,0.38739714914853535,-0.10842352682225855,,,,0.2611100099043209,0.2394997107440476,0.6463625923970692,-0.07533357001388678,,1.0,0.6804510993672778,,
subQuantityOf,,0.4140281548718295,-0.05140163693778032,0.4303952498950091,,0.4505919309478302,-0.07397959183673469,,,,0.44599169814675405,0.45006251302384814,0.47352311235148226,-0.05140163693778032,,0.6804510993672778,1.0,,
termination,,,,,,,,,,,,,,,,,,,
triggers,,,,,,,,,,,,,,,,,,,
