Stereotype,Shannon Entropy,Gini Coefficient,Simpson Index
bringsAbout,0.0,0.0,0.0
characterization,2.0476454439479745,0.8690528153644697,0.4265342092613363
comparative,0.0,0.9655172413793104,1.0
componentOf,2.012241021507469,0.8831056170028193,0.3788418179660614
creation,0.0,0.0,0.0
derivation,1.8184999574271279,0.901434238632896,0.40057952854569656
externalDependence,0.8112781215737428,0.9482758620689655,0.625
historicalDependence,0.0,0.0,0.0
instantiation,0.0,0.0,0.0
manifestation,0.0,0.0,0.0
material,2.0763730202971367,0.8683175190928026,0.36525381739561286
mediation,1.3288899672695171,0.9147552920372393,0.6346068535315275
memberOf,0.8686274650571462,0.9331564986737401,0.7842603550295857
participation,0.0,0.9655172413793104,1.0
participational,0.0,0.0,0.0
subCollectionOf,1.5288018087545379,0.9219600725952813,0.4182825484764543
subQuantityOf,0.9182958311690995,0.9425287356321839,0.5555555555555556
termination,0.0,0.0,0.0
triggers,0.0,0.0,0.0
