Stereotype,x_value,y_value,quadrant
bringsAbout,12,0.1304347826086956,Q3
characterization,57,0.6195652173913043,Q1
comparative,5,0.0543478260869565,Q3
componentOf,32,0.3478260869565217,Q1
creation,18,0.1956521739130435,Q1
derivation,30,0.3260869565217391,Q1
externalDependence,20,0.217391304347826,Q1
historicalDependence,16,0.1739130434782608,Q3
instantiation,17,0.1847826086956521,Q3
manifestation,12,0.1304347826086956,Q3
material,38,0.4130434782608695,Q1
mediation,62,0.6739130434782609,Q1
memberOf,21,0.2282608695652173,Q1
participation,28,0.3043478260869565,Q1
participational,4,0.0434782608695652,Q3
subCollectionOf,2,0.0217391304347826,Q3
subQuantityOf,2,0.0217391304347826,Q3
termination,3,0.0326086956521739,Q3
triggers,10,0.108695652173913,Q3
other,21,0.2282608695652173,Q1
none,81,0.8804347826086957,Q1
