Stereotype,x_value,y_value,quadrant
bringsAbout,0.1304347826086956,0.0244399185336048,Q3
characterization,0.6195652173913043,0.1160896130346232,Q1
comparative,0.0543478260869565,0.010183299389002,Q3
componentOf,0.3478260869565217,0.065173116089613,Q1
creation,0.1956521739130435,0.0366598778004073,Q1
derivation,0.3260869565217391,0.0610997963340122,Q1
externalDependence,0.217391304347826,0.0407331975560081,Q1
historicalDependence,0.1739130434782608,0.0325865580448065,Q3
instantiation,0.1847826086956521,0.0346232179226069,Q3
manifestation,0.1304347826086956,0.0244399185336048,Q3
material,0.4130434782608695,0.0773930753564154,Q1
mediation,0.6739130434782609,0.1262729124236252,Q1
memberOf,0.2282608695652173,0.0427698574338085,Q1
participation,0.3043478260869565,0.0570264765784114,Q1
participational,0.0434782608695652,0.0081466395112016,Q3
subCollectionOf,0.0217391304347826,0.0040733197556008,Q3
subQuantityOf,0.0217391304347826,0.0040733197556008,Q3
termination,0.0326086956521739,0.0061099796334012,Q3
triggers,0.108695652173913,0.020366598778004,Q3
other,0.2282608695652173,0.0427698574338085,Q1
none,0.8804347826086957,0.164969450101833,Q1
