Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
abstract,1,0.025,1,0.025,0.0005035246727089627,0.0027397260273972603
category,36,0.9,14,0.35,0.01812688821752266,0.038356164383561646
collective,58,1.45,24,0.6,0.02920443101711984,0.06575342465753424
datatype,32,0.8,8,0.2,0.016112789526686808,0.021917808219178082
enumeration,4,0.1,1,0.025,0.002014098690835851,0.0027397260273972603
event,0,0.0,0,0.0,0.0,0.0
historicalRole,0,0.0,0,0.0,0.0,0.0
historicalRoleMixin,0,0.0,0,0.0,0.0,0.0
kind,292,7.3,39,0.975,0.1470292044310171,0.10684931506849316
mixin,4,0.1,3,0.075,0.002014098690835851,0.00821917808219178
mode,17,0.425,7,0.175,0.008559919436052367,0.019178082191780823
phase,83,2.075,17,0.425,0.04179254783484391,0.04657534246575343
phaseMixin,0,0.0,0,0.0,0.0,0.0
quality,4,0.1,2,0.05,0.002014098690835851,0.005479452054794521
quantity,0,0.0,0,0.0,0.0,0.0
relator,184,4.6,36,0.9,0.09264853977844914,0.09863013698630137
role,277,6.925,36,0.9,0.13947633434038267,0.09863013698630137
roleMixin,24,0.6,11,0.275,0.012084592145015106,0.030136986301369864
situation,0,0.0,0,0.0,0.0,0.0
subkind,227,5.675,31,0.775,0.11430010070493454,0.08493150684931507
type,2,0.05,1,0.025,0.0010070493454179255,0.0027397260273972603
bringsAbout,0,0.0,0,0.0,0.0,0.0
characterization,12,0.3,9,0.225,0.006042296072507553,0.024657534246575342
comparative,1,0.025,1,0.025,0.0005035246727089627,0.0027397260273972603
componentOf,117,2.925,18,0.45,0.05891238670694864,0.049315068493150684
creation,0,0.0,0,0.0,0.0,0.0
derivation,61,1.525,21,0.525,0.030715005035246726,0.057534246575342465
externalDependence,0,0.0,0,0.0,0.0,0.0
historicalDependence,0,0.0,0,0.0,0.0,0.0
instantiation,0,0.0,0,0.0,0.0,0.0
manifestation,0,0.0,0,0.0,0.0,0.0
material,113,2.825,28,0.7,0.05689828801611279,0.07671232876712329
mediation,373,9.325,36,0.9,0.1878147029204431,0.09863013698630137
memberOf,51,1.275,17,0.425,0.0256797583081571,0.04657534246575343
participation,0,0.0,0,0.0,0.0,0.0
participational,0,0.0,0,0.0,0.0,0.0
subCollectionOf,13,0.325,4,0.1,0.006545820745216516,0.010958904109589041
subQuantityOf,0,0.0,0,0.0,0.0,0.0
termination,0,0.0,0,0.0,0.0,0.0
triggers,0,0.0,0,0.0,0.0,0.0
