Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0005035246727089627,0.025,0.025005070227776344,22,Q2
category,0.01812688821752266,0.35,0.3504690914709178,12,Q1
collective,0.02920443101711984,0.6,0.6007103285203558,7,Q1
datatype,0.016112789526686808,0.2,0.20064800518901582,15,Q1
enumeration,0.002014098690835851,0.025,0.025081000648626978,20,Q1
event,0.0,0.0,0.0,32,Q3
historicalRole,0.0,0.0,0.0,32,Q3
historicalRoleMixin,0.0,0.0,0.0,32,Q3
kind,0.1470292044310171,0.975,0.9860236239338375,1,Q1
mixin,0.002014098690835851,0.075,0.07502703908282951,18,Q1
mode,0.008559919436052367,0.175,0.17520922413147005,16,Q1
phase,0.04179254783484391,0.425,0.4270498999584565,10,Q1
phaseMixin,0.0,0.0,0.0,32,Q3
quality,0.002014098690835851,0.05,0.05004054949275065,19,Q1
quantity,0.0,0.0,0.0,32,Q3
relator,0.09264853977844914,0.9,0.9047561836887764,4,Q1
role,0.13947633434038267,0.9,0.9107434588516298,3,Q1
roleMixin,0.012084592145015106,0.275,0.2752653944238385,13,Q1
situation,0.0,0.0,0.0,32,Q3
subkind,0.11430010070493454,0.775,0.7833833755072661,5,Q1
type,0.0010070493454179255,0.025,0.025020274746375325,21,Q2
bringsAbout,0.0,0.0,0.0,32,Q3
characterization,0.006042296072507553,0.225,0.22508111724848853,14,Q1
comparative,0.0005035246727089627,0.025,0.025005070227776344,22,Q2
componentOf,0.05891238670694864,0.45,0.4538399159478032,9,Q1
creation,0.0,0.0,0.0,32,Q3
derivation,0.030715005035246726,0.525,0.5258977196511839,8,Q1
externalDependence,0.0,0.0,0.0,32,Q3
historicalDependence,0.0,0.0,0.0,32,Q3
instantiation,0.0,0.0,0.0,32,Q3
manifestation,0.0,0.0,0.0,32,Q3
material,0.05689828801611279,0.7,0.7023086324253494,6,Q1
mediation,0.1878147029204431,0.9,0.9193880370295745,2,Q1
memberOf,0.0256797583081571,0.425,0.4257751166834029,11,Q1
participation,0.0,0.0,0.0,32,Q3
participational,0.0,0.0,0.0,32,Q3
subCollectionOf,0.006545820745216516,0.1,0.1002140098450736,17,Q1
subQuantityOf,0.0,0.0,0.0,32,Q3
termination,0.0,0.0,0.0,32,Q3
triggers,0.0,0.0,0.0,32,Q3
