Stereotype,abstract,category,collective,datatype,enumeration,event,historicalRole,historicalRoleMixin,kind,mixin,mode,phase,phaseMixin,quality,quantity,relator,role,roleMixin,situation,subkind,type,bringsAbout,characterization,comparative,componentOf,creation,derivation,externalDependence,historicalDependence,instantiation,manifestation,material,mediation,memberOf,participation,participational,subCollectionOf,subQuantityOf,termination,triggers
abstract,0.1169068491375311,0.010941489966192736,0.023390185654947146,0.005658210373737982,0.0006410959011923581,0.0,0.0,0.0,0.11690684913753098,0.0019748245521221397,0.004876833167465858,0.06067333467565021,0.0,0.0012990665933722695,0.0,0.04932266780758529,0.06067333467565009,0.00816052951997974,0.0,0.11690684913753117,0.0006410959011923581,0.0,0.049322667807585305,0.1169068491375311,0.1169068491375311,0.0,0.018965625086746166,0.0,0.0,0.0,0.0,0.030856054220682674,0.06916828651542008,0.041552816886243765,0.0,0.0,0.002669358330269045,0.0,0.0,0.0
category,0.010941489966192736,1.137560940715548,0.21361054046101544,0.2662253068771032,0.04932266780758503,0.0,0.0,0.0,0.7103219655115163,0.03560839305488982,0.22064321996517944,0.309247128178312,0.0,0.04481132155242323,0.0,0.5081367906496329,0.6244649704093104,0.3108714584538385,0.0,0.6587222520534896,0.010941489966192736,0.0,0.08309008888412696,0.010941489966192736,0.42280677224957663,0.0,0.3439893938606433,0.0,0.0,0.0,0.0,0.49606102286313986,0.6455934992098654,0.2808558739136214,0.0,0.0,0.04602300913654786,0.0,0.0,0.0
collective,0.023390185654947146,0.21361054046101544,1.4126145000985921,0.12731489446487146,0.025058089089542462,0.0,0.0,0.0,0.7364572232181871,0.07335343719711572,0.14436538118070355,0.34164849064828917,0.0,0.04780717884329752,0.0,0.7347266864921381,0.9210946852262383,0.20777150174739434,0.0,0.7268370930761708,0.025058089089542462,0.0,0.08088763664728531,0.023390185654947146,0.47420389112901373,0.0,0.4323499309749772,0.0,0.0,0.0,0.0,0.5023506618619759,0.6632338050767663,0.5976086817234834,0.0,0.0,0.38131648785332883,0.0,0.0,0.0
datatype,0.005658210373737982,0.2662253068771032,0.12731489446487146,0.8469760138181605,0.11690684913753083,0.0,0.0,0.0,0.4805568048303535,0.2028743871262386,0.0801200253222779,0.41292080986182933,0.0,0.16385788431787499,0.0,0.49408563505779535,0.5287429940857926,0.1750746044810353,0.0,0.5760814793240856,0.005658210373737982,0.0,0.1255256331618056,0.005658210373737982,0.31570493452609305,0.0,0.381588635443918,0.0,0.0,0.0,0.0,0.4330720690269282,0.6114163900210008,0.1728284786315039,0.0,0.0,0.023666844386298513,0.0,0.0,0.0
enumeration,0.0006410959011923581,0.04932266780758503,0.025058089089542462,0.11690684913753083,0.1169068491375311,0.0,0.0,0.0,0.060673334675650226,0.08224949010953346,0.004876833167465858,0.06067333467565021,0.0,0.0012990665933722695,0.0,0.035636105789669026,0.0691682865154199,0.00816052951997974,0.0,0.11690684913753117,0.0006410959011923581,0.0,0.006464801908159304,0.0006410959011923581,0.1169068491375311,0.0,0.03841962757284893,0.0,0.0,0.0,0.0,0.11690684913753087,0.08224949010953375,0.014071024325343823,0.0,0.0,0.002669358330269045,0.0,0.0,0.0
event,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historicalRole,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
historicalRoleMixin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kind,0.11690684913753098,0.7103219655115163,0.7364572232181871,0.4805568048303535,0.060673334675650226,0.0,0.0,0.0,2.6184100243314474,0.15391743434415897,0.5418135840002747,0.8911323567085732,0.0,0.08604821442211076,0.0,1.4967409584747495,1.706415649368782,0.5498565450594536,0.0,1.5518492946343843,0.060673334675650226,0.0,0.46167095932192664,0.11690684913753098,1.1853700586425329,0.0,0.8163168528166168,0.0,0.0,0.0,0.0,1.1211492459782542,1.6564989233872938,0.7525029205965842,0.0,0.0,0.3268135101174968,0.0,0.0,0.0
mixin,0.0019748245521221397,0.03560839305488982,0.07335343719711572,0.2028743871262386,0.08224949010953346,0.0,0.0,0.0,0.15391743434415897,0.31412302589003144,0.01505968295479912,0.09882017215408247,0.0,0.004003086981198764,0.0,0.15436506097748715,0.21864590064580958,0.06459661140081142,0.0,0.20097844529735204,0.0019748245521221397,0.0,0.019983458564682796,0.0019748245521221397,0.1777665973197577,0.0,0.1376945802745639,0.0,0.0,0.0,0.0,0.25157272294775807,0.2041116346107468,0.07493077250756994,0.0,0.0,0.008232078517375618,0.0,0.0,0.0
mode,0.004876833167465858,0.22064321996517944,0.14436538118070355,0.0801200253222779,0.004876833167465858,0.0,0.0,0.0,0.5418135840002747,0.01505968295479912,0.7002886388200982,0.12873203765811653,0.0,0.00989394764001171,0.0,0.390102944294172,0.4297941817098413,0.07035433504445013,0.0,0.33850323083614525,0.004876833167465858,0.0,0.3773161856683994,0.004876833167465858,0.2036749185560281,0.0,0.15686482032492205,0.0,0.0,0.0,0.0,0.2253111009939552,0.3823330933728304,0.23157607583576986,0.0,0.0,0.020383148033784604,0.0,0.0,0.0
phase,0.06067333467565021,0.309247128178312,0.34164849064828917,0.41292080986182933,0.06067333467565021,0.0,0.0,0.0,0.8911323567085732,0.09882017215408247,0.12873203765811653,1.3876860499686,0.0,0.1422817288839916,0.0,0.6814576658145407,0.7444555953901427,0.22609306727159936,0.0,0.8264514396564331,0.11690684913753097,0.0,0.1811879960585512,0.06067333467565021,0.5712665050365867,0.0,0.3805339727383293,0.0,0.0,0.0,0.0,0.48837280121623006,0.7786653277848118,0.4333256945630738,0.0,0.0,0.059411750448235184,0.0,0.0,0.0
phaseMixin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
quality,0.0012990665933722695,0.04481132155242323,0.04780717884329752,0.16385788431787499,0.0012990665933722695,0.0,0.0,0.0,0.08604821442211076,0.004003086981198764,0.00989394764001171,0.1422817288839916,0.0,0.19851524334587262,0.0,0.19851524334587245,0.07973142594171793,0.016573010186598555,0.0,0.12920052528987797,0.0012990665933722695,0.0,0.08319249939381583,0.0012990665933722695,0.06215881477559855,0.0,0.11611932169576443,0.0,0.0,0.0,0.0,0.09627370298792927,0.12920052528987777,0.028637708019405753,0.0,0.0,0.005412003687108258,0.0,0.0,0.0
quantity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
relator,0.04932266780758529,0.5081367906496329,0.7347266864921381,0.49408563505779535,0.035636105789669026,0.0,0.0,0.0,1.4967409584747495,0.15436506097748715,0.390102944294172,0.6814576658145407,0.0,0.19851524334587245,0.0,2.3115276714671444,1.4688480145604732,0.5583514968992236,0.0,1.3489390188540726,0.0822494901095338,0.0,0.3036435311354314,0.04932266780758529,0.8307491431561186,0.0,0.9468989637221642,0.0,0.0,0.0,0.0,1.1824166388278075,1.8757937444233421,0.6751408773341478,0.0,0.0,0.1999823675069011,0.0,0.0,0.0
