Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0002378686964795433,0.014084507042253521,0.01408651554288902,38,Q3
category,0.04900095147478592,0.6901408450704225,0.6918782257593826,4,Q1
collective,0.00784966698382493,0.2535211267605634,0.25364262060170917,18,Q2
datatype,0.015223596574690771,0.23943661971830985,0.239920096604681,19,Q1
enumeration,0.009039010466222646,0.056338028169014086,0.05705854123775955,32,Q3
event,0.0444814462416746,0.4507042253521127,0.4528939145208279,9,Q1
historicalRole,0.005470980019029496,0.056338028169014086,0.05660304797748302,33,Q3
historicalRoleMixin,0.0021408182683158895,0.04225352112676056,0.04230771975027201,35,Q3
kind,0.11417697431018078,0.8591549295774648,0.8667084714480908,1,Q1
mixin,0.0028544243577545195,0.14084507042253522,0.1408739919244963,28,Q3
mode,0.029495718363463368,0.4788732394366197,0.47978075914973795,8,Q1
phase,0.03401522359657469,0.352112676056338,0.35375185098580136,13,Q1
phaseMixin,0.004757373929590866,0.11267605633802817,0.11277644381073758,29,Q3
quality,0.03116079923882017,0.4507042253521127,0.451780139182158,10,Q1
quantity,0.0014272121788772598,0.07042253521126761,0.07043699596224814,31,Q3
relator,0.051855375832540435,0.7887323943661971,0.7904351775606703,2,Q1
role,0.0675547098001903,0.676056338028169,0.6794231457672353,6,Q1
roleMixin,0.040675547098001905,0.4084507042253521,0.4104710439408703,12,Q1
situation,0.013320647002854425,0.19718309859154928,0.19763252264427356,22,Q4
subkind,0.11964795432921027,0.7323943661971831,0.7421031873078962,3,Q1
type,0.01569933396764986,0.22535211267605634,0.22589830405425756,20,Q1
bringsAbout,0.005470980019029496,0.14084507042253522,0.1409512876305056,27,Q3
characterization,0.06184586108468126,0.6338028169014085,0.636813097576884,7,Q1
comparative,0.003092293054234063,0.056338028169014086,0.05642282954891476,34,Q3
componentOf,0.027830637488106564,0.30985915492957744,0.3111064773942617,15,Q1
creation,0.008087535680304472,0.19718309859154928,0.19734888548847912,24,Q3
derivation,0.012369172216936251,0.323943661971831,0.32417972261239925,14,Q2
externalDependence,0.014985727878211227,0.2535211267605634,0.2539636465204921,17,Q1
historicalDependence,0.007136060894386299,0.18309859154929578,0.18323759874115422,25,Q3
instantiation,0.014509990485252141,0.19718309859154928,0.19771624666184304,21,Q4
manifestation,0.007373929590865842,0.15492957746478872,0.1551049606267608,26,Q3
material,0.05352045670789724,0.4084507042253521,0.4119422496763448,11,Q1
mediation,0.0868220742150333,0.676056338028169,0.681608571512315,5,Q1
memberOf,0.008563273073263558,0.19718309859154928,0.19736895403252236,23,Q3
participation,0.024024738344433874,0.30985915492957744,0.31078913099751476,16,Q1
participational,0.0004757373929590866,0.028169014084507043,0.02817303108577804,37,Q3
subCollectionOf,0.0,0.0,0.0,39,Q3
subQuantityOf,0.0,0.0,0.0,39,Q3
termination,0.0007136060894386299,0.028169014084507043,0.028178051532070845,36,Q3
triggers,0.003092293054234063,0.11267605633802817,0.11271848095243195,30,Q3
