Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.5777158774373259,2,0.33544303797468356
20.0,4,0.7721448467966574,4,0.5569620253164557
30.0,6,0.9080779944289693,6,0.7531645569620253
40.0,8,0.9785515320334262,8,0.8924050632911392
50.0,10,0.9880222841225627,10,0.9367088607594937
60.0,12,0.9949860724233983,12,0.9620253164556962
70.0,14,0.9972144846796658,14,0.9746835443037974
80.0,16,0.9988857938718663,16,0.9873417721518988
90.0,18,1.0,18,1.0
100.0,21,1.0,21,1.0
