Stereotype,Total Frequency,Total Frequency per Group,Group Frequency,Ubiquity Index,Global Relative Frequency (Occurrence-wise),Global Relative Frequency (Group-wise)
bringsAbout,3,0.07894736842105263,1,0.02631578947368421,0.0008356545961002785,0.006329113924050633
characterization,176,4.631578947368421,15,0.39473684210526316,0.04902506963788301,0.0949367088607595
comparative,15,0.39473684210526316,1,0.02631578947368421,0.004178272980501393,0.006329113924050633
componentOf,328,8.631578947368421,16,0.42105263157894735,0.09136490250696379,0.10126582278481013
creation,0,0.0,0,0.0,0.0,0.0
derivation,119,3.1315789473684212,10,0.2631578947368421,0.03314763231197772,0.06329113924050633
externalDependence,10,0.2631578947368421,3,0.07894736842105263,0.002785515320334262,0.0189873417721519
historicalDependence,5,0.13157894736842105,1,0.02631578947368421,0.001392757660167131,0.006329113924050633
instantiation,2,0.05263157894736842,1,0.02631578947368421,0.0005571030640668524,0.006329113924050633
manifestation,3,0.07894736842105263,1,0.02631578947368421,0.0008356545961002785,0.006329113924050633
material,312,8.210526315789474,19,0.5,0.08690807799442897,0.12025316455696203
mediation,1342,35.31578947368421,21,0.5526315789473685,0.3738161559888579,0.13291139240506328
memberOf,134,3.526315789473684,12,0.3157894736842105,0.03732590529247911,0.0759493670886076
participation,15,0.39473684210526316,2,0.05263157894736842,0.004178272980501393,0.012658227848101266
participational,0,0.0,0,0.0,0.0,0.0
subCollectionOf,19,0.5,4,0.10526315789473684,0.0052924791086350976,0.02531645569620253
subQuantityOf,3,0.07894736842105263,2,0.05263157894736842,0.0008356545961002785,0.012658227848101266
termination,0,0.0,0,0.0,0.0,0.0
triggers,2,0.05263157894736842,1,0.02631578947368421,0.0005571030640668524,0.006329113924050633
none,732,19.263157894736842,32,0.8421052631578947,0.20389972144846796,0.20253164556962025
other,370,9.736842105263158,16,0.42105263157894735,0.10306406685236769,0.10126582278481013
