Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,9.341429238673517e-05,0.008264462809917356,0.008264990729972369,23,Q3
category,0.05436711816907987,0.7107438016528925,0.7128201281712077,5,Q1
collective,0.012330686595049042,0.2892561983471074,0.2895189011344967,11,Q2
datatype,0.008220457730032694,0.21487603305785125,0.21503321954519033,13,Q2
enumeration,0.005885100420364316,0.06611570247933884,0.06637710841317378,19,Q3
event,0.044278374591312473,0.4380165289256198,0.44024885470435576,8,Q1
historicalRole,0.002148528724894909,0.03305785123966942,0.03312759732105261,21,Q3
historicalRoleMixin,0.0008407286314806165,0.024793388429752067,0.024807638631283612,22,Q3
kind,0.148155067725362,0.8347107438016529,0.847757011124423,1,Q1
mixin,0.007846800560485754,0.18181818181818182,0.1819874268148914,15,Q3
mode,0.050723960765997195,0.4793388429752066,0.48201519330888337,6,Q1
phase,0.031013545072396075,0.33884297520661155,0.3402593155592157,10,Q1
phaseMixin,0.0018682858477347033,0.06611570247933884,0.06614209405775795,20,Q3
quality,0.023446987389070528,0.36363636363636365,0.36439150124049396,9,Q1
quantity,0.004110228865016347,0.09917355371900827,0.09925869099771481,18,Q3
relator,0.11648762260625876,0.7520661157024794,0.7610340390601943,2,Q1
role,0.17234936945352639,0.6942148760330579,0.7152891717736415,4,Q1
roleMixin,0.053806632414759456,0.4462809917355372,0.4495129333804219,7,Q1
situation,0.007379729098552079,0.17355371900826447,0.17371054597567656,16,Q3
subkind,0.18897711349836524,0.7272727272727273,0.7514239610638489,3,Q1
type,0.019897244278374592,0.21487603305785125,0.21579529631702377,12,Q1
none,0.03549743110695937,0.19008264462809918,0.19336876532678582,14,Q4
other,0.010275572162540868,0.15702479338842976,0.15736064667491245,17,Q3
