Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,2,0.3613264829518916,2,0.21145374449339208
20.0,4,0.6259691732835124,4,0.40308370044052866
30.0,6,0.7341429238673517,6,0.5594713656387665
40.0,9,0.8646426903316208,9,0.7257709251101322
50.0,11,0.9191032227930873,11,0.8094713656387665
60.0,13,0.951331153666511,13,0.8667400881057269
70.0,16,0.9776739841195703,16,0.9394273127753304
80.0,18,0.9909388136384867,18,0.973568281938326
90.0,20,0.9971975712283979,20,0.9911894273127754
100.0,23,1.0,23,1.0
