Stereotype,Group-wise Frequency,Group-wise Rank,Cumulative Group-wise Frequency,Group-wise Cumulative Percentage
kind,72,1,72,7.36949846468782
relator,63,2,135,13.817809621289662
subkind,61,3,196,20.061412487205732
category,59,4,255,26.10030706243603
role,58,5,313,32.03684749232344
mediation,56,6,369,37.768679631525075
characterization,53,7,422,43.19344933469805
mode,41,8,463,47.389969293756394
quality,40,9,503,51.48413510747185
event,37,10,540,55.27123848515865
material,35,11,575,58.853633572159666
roleMixin,35,12,610,62.43602865916069
phase,32,13,642,65.71136131013307
derivation,29,14,671,68.67963152507677
componentOf,29,15,700,71.64790174002047
participation,27,16,727,74.4114636642784
collective,23,17,750,76.7656090071648
datatype,20,18,770,78.81269191402251
memberOf,19,19,789,80.75742067553736
externalDependence,19,20,808,82.7021494370522
type,18,21,826,84.54452405322415
creation,18,22,844,86.3868986693961
instantiation,16,23,860,88.0245649948823
historicalDependence,15,24,875,89.55987717502559
situation,15,25,890,91.09518935516888
mixin,13,26,903,92.4257932446264
manifestation,11,27,914,93.55168884339817
bringsAbout,11,28,925,94.6775844421699
triggers,9,29,934,95.59877175025588
phaseMixin,8,30,942,96.41760491299898
quantity,7,31,949,97.13408393039919
comparative,5,32,954,97.64585465711362
participational,4,33,958,98.05527123848515
historicalRole,4,34,962,98.4646878198567
enumeration,4,35,966,98.87410440122825
historicalRoleMixin,3,36,969,99.18116683725691
termination,3,37,972,99.48822927328557
subQuantityOf,2,38,974,99.69293756397134
subCollectionOf,2,39,976,99.89764585465711
abstract,1,40,977,100.0
