stereotype,total_correlation,rank
category,4.233076692064511,11
datatype,1.3107677705575478,22
event,5.573740908325744,1
kind,5.225982903087953,5
mode,4.468960344118098,10
phase,3.112043209161871,20
quality,3.9159741356904956,17
relator,4.815869937573076,7
role,3.9362446795045054,16
roleMixin,3.969392449989991,15
situation,3.3557131442896084,19
subkind,4.013963325803367,13
type,5.366091723342965,3
characterization,5.532036622248331,2
componentOf,3.8648548147006405,18
creation,4.126442928809086,12
derivation,2.7699627166472927,21
externalDependence,4.478398838355586,9
instantiation,5.0866183804868665,6
material,3.992277018859892,14
mediation,4.743251504039547,8
participation,5.301835727478479,4
