Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.00011690437222352116,0.012195121951219513,0.012195682270269301,44,Q3
category,0.031564180500350716,0.7195121951219512,0.72020420466689,5,Q1
collective,0.007248071077858312,0.2804878048780488,0.28058143776746186,18,Q2
datatype,0.00911854103343465,0.24390243902439024,0.24407283247552325,19,Q1
enumeration,0.004442366144493804,0.04878048780487805,0.048982349958363584,37,Q3
event,0.03740939911152677,0.45121951219512196,0.45276761294011447,11,Q1
historicalRole,0.002688800561140987,0.04878048780487805,0.04885453550019126,38,Q3
historicalRoleMixin,0.0010521393500116905,0.036585365853658534,0.036600491688744935,40,Q3
kind,0.10264203881225158,0.8780487804878049,0.8840277422387022,2,Q1
mixin,0.0018704699555763386,0.15853658536585366,0.15854761921050506,29,Q3
mode,0.028875379939209727,0.5,0.5008330935218176,9,Q1
phase,0.022796352583586626,0.3902439024390244,0.3909091673035489,14,Q1
phaseMixin,0.002338087444470423,0.0975609756097561,0.0975889881842486,34,Q3
quality,0.027823240589198037,0.4878048780487805,0.48859771977064115,10,Q1
quantity,0.0012859480944587328,0.08536585365853659,0.0853755388466294,35,Q3
relator,0.0364741641337386,0.7682926829268293,0.7691579885096173,3,Q1
role,0.04676174888940846,0.7073170731707317,0.7088611310814033,6,Q1
roleMixin,0.02735562310030395,0.4268292682926829,0.4277049852251818,13,Q1
situation,0.007248071077858312,0.18292682926829268,0.1830703673468232,27,Q3
subkind,0.11269581482347439,0.7439024390243902,0.7523903145742664,4,Q1
type,0.008650923544540565,0.21951219512195122,0.21968259440709242,23,Q4
none_c,0.015782090250175358,0.18292682926829268,0.1836063703655616,26,Q4
other_c,0.004676174888940846,0.10975609756097561,0.1098556669608189,32,Q3
bringsAbout,0.0031564180500350714,0.13414634146341464,0.13418347104962527,31,Q3
characterization,0.04465747018938508,0.6463414634146342,0.6478823789644897,8,Q1
comparative,0.0025718961889174656,0.06097560975609756,0.061029825783255096,36,Q3
componentOf,0.026069675005845217,0.35365853658536583,0.35461808816614665,15,Q1
creation,0.007014262333411269,0.21951219512195122,0.21962423291462968,24,Q3
derivation,0.011690437222352116,0.35365853658536583,0.3538517017369739,16,Q1
externalDependence,0.007832592938975917,0.23170731707317074,0.2318396650648775,22,Q2
historicalDependence,0.004559270516717325,0.18292682926829268,0.18298363810405485,28,Q3
instantiation,0.007832592938975917,0.1951219512195122,0.19527909606472832,25,Q3
manifestation,0.003624035538929156,0.13414634146341464,0.1341952851690642,30,Q3
material,0.03635725976151508,0.4268292682926829,0.4283749229455821,12,Q1
mediation,0.07306523263970073,0.6829268292682927,0.6868242732716553,7,Q1
memberOf,0.00806640168342296,0.23170731707317074,0.23184768194089242,21,Q1
participation,0.022913256955810146,0.32926829268292684,0.330064578394369,17,Q1
participational,0.00198737432779986,0.04878048780487805,0.0488209550009077,39,Q3
subCollectionOf,0.0009352349777881693,0.024390243902439025,0.024408167937887974,43,Q3
subQuantityOf,0.0012859480944587328,0.024390243902439025,0.02442412045749255,42,Q3
termination,0.0005845218611176058,0.036585365853658534,0.036590034988397704,41,Q3
triggers,0.0016366612111292963,0.10975609756097561,0.1097682996667727,33,Q3
none_r,0.17442132335749358,0.8780487804878049,0.8952052607965956,1,Q1
other_r,0.018821603927986905,0.23170731707317074,0.23247050040740413,20,Q1
