Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,4,0.4423488632888164,4,0.24049650892164467
20.0,8,0.6138240391477214,8,0.4422032583397983
30.0,13,0.7621572025690693,13,0.6152055857253685
40.0,17,0.8503415230910388,17,0.7176105508145849
50.0,22,0.9099806300336426,22,0.8114817688130334
60.0,26,0.9437251503721072,26,0.8750969743987588
70.0,30,0.9677846875318585,30,0.9270752521334368
80.0,35,0.9869507595065756,35,0.9666408068269977
90.0,39,0.9946987460495463,39,0.9868114817688131
100.0,44,1.0,44,1.0
