Stereotype,x_value,y_value,distance_from_origin,rank,quadrant
abstract,0.0003473428273706148,0.014084507042253521,0.014088789361155728,23,Q3
category,0.07155262243834665,0.6901408450704225,0.6938401572497238,4,Q1
collective,0.011462313303230288,0.2535211267605634,0.2537801141543739,11,Q2
datatype,0.022229940951719346,0.23943661971830985,0.24046634928165617,12,Q1
enumeration,0.013199027440083362,0.056338028169014086,0.05786352688297437,20,Q3
event,0.06495310871830497,0.4507042253521127,0.45536052209476824,7,Q1
historicalRole,0.00798888502952414,0.056338028169014086,0.056901631804260056,21,Q3
historicalRoleMixin,0.003126085446335533,0.04225352112676056,0.042369003502883945,22,Q3
kind,0.1667245571378951,0.8591549295774648,0.8751824215385531,1,Q1
mixin,0.004168113928447377,0.14084507042253522,0.14090673169174503,16,Q3
mode,0.04307051059395624,0.4788732394366197,0.4808062482241118,6,Q1
phase,0.04967002431399792,0.352112676056338,0.3555987175945785,10,Q1
phaseMixin,0.0069468565474122956,0.11267605633802817,0.11289000171751626,18,Q3
quality,0.045501910385550536,0.4507042253521127,0.45299527878222157,8,Q1
quantity,0.0020840569642236887,0.07042253521126761,0.07045336584587251,19,Q3
relator,0.07572073636679402,0.7887323943661971,0.7923587696482975,2,Q1
role,0.0986453629732546,0.676056338028169,0.6832152514575351,5,Q1
roleMixin,0.05939562348037513,0.4084507042253521,0.41274667517838176,9,Q1
situation,0.019451198332754428,0.19718309859154928,0.1981401612161068,14,Q3
subkind,0.17471344216741924,0.7323943661971831,0.7529450806741231,3,Q1
type,0.022924626606460576,0.22535211267605634,0.2265151500288836,13,Q4
none,0.022229940951719346,0.14084507042253522,0.14258858347373338,15,Q4
other,0.013893713094824591,0.1267605633802817,0.1275197070732509,17,Q3
