Stereotype,DistanceFromOrigin,Rank
mediation,45.72706341085918,1
none,19.224717789306506,2
other,12.698834760741567,3
componentOf,10.974676287686146,4
material,10.290662796184705,5
characterization,5.461463742157092,6
memberOf,4.496001658760447,7
derivation,3.908891051294701,8
subCollectionOf,0.6695340634119862,9
comparative,0.518389530288721,10
externalDependence,0.28435211211156275,11
participation,0.14217605605578135,12
subQuantityOf,0.1243293543263444,13
historicalDependence,0.0,14
bringsAbout,0.0,14
creation,0.0,14
participational,0.0,14
instantiation,0.0,14
manifestation,0.0,14
termination,0.0,14
triggers,0.0,14
