Stereotype,Total,Mean,Median,Mode,Standard Deviation,Variance,Skewness,Kurtosis,Q1,Q3,IQR,Min,Max,Range,Min Non-Zero,Range Non-Zero
bringsAbout,39,0.2932330827067669,0.0,0,0.9027059899833324,0.8148781043517883,3.1475065607390977,8.93498960530039,0.0,0.0,0.0,0,4,4,1.0,3.0
characterization,625,4.6992481203007515,1.0,0,10.170504712012123,103.43916609706082,6.810938745285268,61.255073139279226,0.0,5.0,5.0,0,101,101,1.0,100.0
comparative,38,0.2857142857142857,0.0,0,1.6768089669632353,2.8116883116883122,7.055360672176819,53.331287275645415,0.0,0.0,0.0,0,15,15,1.0,14.0
componentOf,554,4.165413533834586,0.0,0,17.307022769335585,299.53303713830036,8.310603471960581,77.47565007688326,0.0,2.0,2.0,0,176,176,1.0,175.0
creation,107,0.8045112781954887,0.0,0,2.3914577987664614,5.719070403280928,3.902659305647897,16.16900892528736,0.0,0.0,0.0,0,15,15,1.0,14.0
derivation,220,1.6541353383458646,0.0,0,6.7543982447151745,45.621895648211435,7.268731965148496,59.80358229345368,0.0,1.0,1.0,0,64,64,1.0,63.0
externalDependence,123,0.924812030075188,0.0,0,2.347222924398933,5.509455456823878,3.207016048559059,11.250138721204799,0.0,0.0,0.0,0,14,14,1.0,13.0
historicalDependence,58,0.43609022556390975,0.0,0,1.2753691293269178,1.6265664160401003,3.5818689428575157,13.139079228380593,0.0,0.0,0.0,0,7,7,1.0,6.0
instantiation,97,0.7293233082706767,0.0,0,2.0193301452682206,4.0776942355889725,3.084070651929483,8.984858516996105,0.0,0.0,0.0,0,10,10,1.0,9.0
manifestation,71,0.5338345864661654,0.0,0,1.7775914594398516,3.159831396673502,4.675990734082153,25.172296863674667,0.0,0.0,0.0,0,13,13,1.0,12.0
material,661,4.969924812030075,0.0,0,16.71777309080118,279.4839371155161,6.776055444691015,53.4249191339715,0.0,3.0,3.0,0,154,154,1.0,153.0
mediation,2015,15.150375939849624,2.0,0,91.3100359780465,8337.522670312146,11.113609142691539,126.23925998959224,0.0,10.0,10.0,0,1047,1047,1.0,1046.0
memberOf,204,1.5338345864661653,0.0,0,10.105165849763125,102.1143768512189,10.915883985201706,122.99554066384187,0.0,0.0,0.0,0,115,115,1.0,114.0
participation,264,1.9849624060150375,0.0,0,5.837424923151001,34.075529733424474,5.718988558079787,41.20251076609244,0.0,1.0,1.0,0,51,51,1.0,50.0
participational,18,0.13533834586466165,0.0,0,0.927541184965031,0.860332649806334,7.822189313143124,61.71289824028231,0.0,0.0,0.0,0,8,8,1.0,7.0
subCollectionOf,27,0.20300751879699247,0.0,0,1.1661864714987373,1.3599908863066754,7.306136411179495,60.031212339012555,0.0,0.0,0.0,0,11,11,1.0,10.0
subQuantityOf,14,0.10526315789473684,0.0,0,0.8898685457460187,0.7918660287081343,10.662296465365946,118.3040379005128,0.0,0.0,0.0,0,10,10,1.0,9.0
termination,39,0.2932330827067669,0.0,0,1.8331210134102807,3.3603326498063346,7.326253456902752,54.915548876220484,0.0,0.0,0.0,0,15,15,1.0,14.0
triggers,21,0.15789473684210525,0.0,0,0.5752747072796836,0.3309409888357256,4.354462979820611,20.985770834166185,0.0,0.0,0.0,0,4,4,1.0,3.0
none,2432,18.285714285714285,12.0,0,21.99365315769027,483.7207792207792,2.657022298082525,10.834302409334525,4.0,27.0,23.0,0,153,153,1.0,152.0
other,540,4.06015037593985,0.0,0,13.979291718356574,195.42059694691272,5.282849842936316,31.257790912846488,0.0,1.0,1.0,0,108,108,1.0,107.0
