Percentage,Top k Stereotypes (Occurrence-wise),Coverage (Occurrence-wise),Top k Stereotypes (Group-wise),Coverage (Group-wise)
10.0,1,0.25833878351863965,1,0.16339869281045752
20.0,3,0.5879659908436887,3,0.4084967320261438
30.0,5,0.750163505559189,5,0.5620915032679739
40.0,7,0.8312622629169392,7,0.6928104575163399
50.0,9,0.8966644865925442,9,0.7875816993464052
60.0,11,0.9404839764551994,11,0.8758169934640523
70.0,13,0.9751471550032701,13,0.9444444444444444
80.0,15,0.9921517331589274,15,0.9836601307189542
90.0,17,1.0,17,1.0
100.0,19,1.0,19,1.0
