Stereotype,x_value,y_value,quadrant
bringsAbout,0.3260869565217391,0.0308483290488431,Q3
characterization,4.3478260869565215,0.1465295629820051,Q1
comparative,0.2391304347826087,0.0128534704370179,Q3
componentOf,2.532608695652174,0.0822622107969151,Q1
creation,0.6521739130434783,0.0462724935732647,Q1
derivation,1.1521739130434785,0.0771208226221079,Q1
externalDependence,0.75,0.0514138817480719,Q1
historicalDependence,0.4782608695652174,0.0411311053984575,Q3
instantiation,0.75,0.0437017994858611,Q1
manifestation,0.3695652173913043,0.0308483290488431,Q3
material,3.532608695652174,0.0976863753213367,Q1
mediation,6.967391304347826,0.1593830334190231,Q1
memberOf,0.7934782608695652,0.0539845758354755,Q1
participation,2.25,0.0719794344473007,Q1
participational,0.1847826086956521,0.0102827763496143,Q3
subCollectionOf,0.0869565217391304,0.0051413881748071,Q3
subQuantityOf,0.1195652173913043,0.0051413881748071,Q3
termination,0.0543478260869565,0.0077120822622107,Q3
triggers,0.1739130434782608,0.0257069408740359,Q3
