Stereotype,DistanceFromOrigin,Rank
mediation,6.999907169246735,1
characterization,4.391748255651819,2
material,3.556673883213246,3
componentOf,2.5563821686243413,4
participation,2.2704906076096982,5
derivation,1.1974295090365576,6
memberOf,0.8256577832536062,7
externalDependence,0.7808706545939917,8
instantiation,0.7724277393234725,9
creation,0.680889554928949,10
historicalDependence,0.5088999961182445,11
manifestation,0.3919077473330423,12
bringsAbout,0.35120640046529367,13
comparative,0.24522856897127127,14
triggers,0.20508654634905654,15
participational,0.18982879561492363,16
subQuantityOf,0.12152543355977112,17
subCollectionOf,0.08963273099168824,18
termination,0.06337991190049237,19
