Stereotype,DistanceFromOrigin,Rank
mediation,6.96921405462937,1
characterization,4.350294541206073,2
material,3.5339590864242862,3
componentOf,2.5339443317914863,4
participation,2.2511510475717422,5
derivation,1.1547520717365403,6
memberOf,0.7953125705662686,7
externalDependence,0.7517601926388525,8
instantiation,0.7512721526040363,9
creation,0.6538133957911311,10
historicalDependence,0.48002627760215055,11
manifestation,0.3708504675884712,12
bringsAbout,0.3275428561558262,13
comparative,0.23947562828311938,14
participational,0.18506849533571798,15
triggers,0.17580271187035942,16
subQuantityOf,0.11967570798701757,17
subCollectionOf,0.08710838389806061,18
termination,0.054892280087432826,19
