Stereotype,DistanceFromOrigin,Rank
mediation,641.0378651387044,1
characterization,400.0236287917033,2
material,325.01919839325893,3
componentOf,233.01376377116716,4
participation,207.01222789970646,5
derivation,106.00626162980137,6
memberOf,73.00431225448585,7
externalDependence,69.00407596656882,8
instantiation,69.00407596656882,8
creation,60.003544318755495,9
historicalDependence,44.00259916708736,10
manifestation,34.00200844729478,11
bringsAbout,30.001772159377747,12
comparative,22.00129958354368,13
participational,17.00100422364739,14
triggers,16.00094515166813,15
subQuantityOf,11.00064979177184,16
subCollectionOf,8.000472575834065,17
termination,5.000295359896291,18
